subnum,direction,type,trialnum,trialstart,length,stim,resp,numcorr,nummiss,allcorr,time
73,1,P,-1,9751,3,135,135,3,0,1,10775
73,1,P,-2,26075,3,248,248,3,0,1,8303
73,1,P,-3,39928,3,679,679,3,0,1,7000
73,1,T,1,52764,2,85,85,2,0,1,6438
73,1,T,2,63749,2,64,64,2,0,1,4774
73,1,T,3,74074,3,472,472,3,0,1,6141
73,1,T,4,85769,3,815,8115,2,2,0,7931
73,1,T,5,100257,4,3417,3417,4,0,1,8659
73,1,T,6,115473,4,6158,6158,4,0,1,8148
73,1,T,7,131182,5,52186,52186,5,0,1,10727
73,1,T,8,149471,5,42731,47251,2,3,0,8661
73,1,T,9,166700,6,392487,394728,2,4,0,12889
73,1,T,10,188156,6,378294,37284,2,4,0,16777
