subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
63,1,P,-1,1,15704,29827,14123,14123,1,632,495
63,1,P,-1,2,15704,35566,19862,5480,3,782,390
63,1,P,-2,1,52601,55859,3258,3258,2,332,465
63,1,P,-2,2,52601,58734,6133,2616,8,467,90
63,1,P,-3,1,66812,75659,8847,8847,7,287,180
63,1,P,-3,2,66812,78823,12011,2905,9,647,120
63,1,P,-3,3,66812,85952,19140,6871,5,662,300
63,1,T,1,1,93341,96915,3574,3574,8,467,90
63,1,T,1,2,93341,99359,6018,2186,5,662,300
63,1,T,2,1,105749,115081,9332,9332,4,452,360
63,1,T,2,2,105749,115823,10074,483,6,827,210
63,1,T,3,1,122384,126647,4263,4263,4,452,360
63,1,T,3,2,122384,129083,6699,2178,2,332,465
63,1,T,3,3,122384,131158,8774,1816,7,287,180
63,1,T,4,1,137807,144667,6860,6860,8,467,90
63,1,T,4,2,137807,147582,9775,2656,5,662,300
63,1,T,4,3,137807,150157,12350,2316,1,632,495
