subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
83,1,P,-1,1,9194,14036,4842,4842,1,632,495
83,1,P,-1,2,9194,14423,5229,128,3,782,390
83,1,P,-1,3,9194,14872,5678,193,5,662,300
83,1,P,-2,1,21036,24801,3765,3765,2,332,465
83,1,P,-2,2,21036,25132,4096,73,4,452,360
83,1,P,-2,3,21036,25586,4550,196,8,467,90
83,1,P,-3,1,32541,46805,14264,14264,6,827,210
83,1,P,-3,2,32541,47405,14864,342,7,287,180
83,1,P,-3,3,32541,47962,15421,302,9,647,120
83,1,T,1,1,54967,57176,2209,2209,8,467,90
83,1,T,1,2,54967,58013,3046,579,5,662,300
83,1,T,2,1,63455,65490,2035,2035,6,827,210
83,1,T,2,2,63455,66489,3034,741,4,452,360
83,1,T,3,1,73624,75433,1809,1809,4,452,360
83,1,T,3,2,73624,76453,2829,762,7,287,180
83,1,T,3,3,73624,77415,3791,708,2,332,465
83,1,T,4,1,83929,85200,1271,1271,8,467,90
83,1,T,4,2,83929,86185,2256,726,1,632,495
83,1,T,4,3,83929,87099,3170,656,5,662,300
83,1,T,5,1,94625,96460,1835,1835,3,782,390
83,1,T,5,2,94625,97478,2853,760,4,452,360
83,1,T,5,3,94625,98369,3744,633,1,632,495
83,1,T,5,4,94625,99269,4644,642,7,287,180
83,1,T,6,1,106704,108471,1767,1767,6,827,210
83,1,T,6,2,106704,109875,3171,1147,5,662,300
83,1,T,6,3,106704,110892,4188,760,1,632,495
83,1,T,6,4,106704,111908,5204,758,8,467,90
83,1,T,7,1,120320,121704,1384,1384,5,662,300
83,1,T,7,2,120320,122805,2485,843,2,332,465
83,1,T,7,3,120320,123723,3403,660,1,632,495
83,1,T,7,4,120320,124664,4344,683,8,467,90
83,1,T,7,5,120320,125545,5225,623,6,827,210
83,1,T,8,1,134115,136423,2308,2308,4,452,360
83,1,T,8,2,134115,137561,3446,880,7,287,180
83,1,T,8,3,134115,138498,4383,678,2,332,465
83,1,T,8,4,134115,139546,5431,793,3,782,390
83,1,T,8,5,134115,140477,6362,673,1,632,495
83,1,T,9,1,149972,151823,1851,1851,3,782,390
83,1,T,9,2,149972,152787,2815,705,9,647,120
83,1,T,9,3,149972,153977,4005,932,4,452,360
83,1,T,9,4,149972,154923,4951,688,2,332,465
83,1,T,9,5,149972,155875,5903,694,8,467,90
83,1,T,9,6,149972,156781,6809,647,7,287,180
83,1,T,10,1,166323,168090,1767,1767,3,782,390
83,1,T,10,2,166323,170962,4639,2613,7,287,180
83,1,T,10,3,166323,180802,14479,9585,3,782,390
83,1,T,10,4,166323,182071,15748,1011,7,287,180
83,1,T,10,5,166323,183079,16756,750,9,647,120
83,1,T,10,6,166323,184150,17827,813,8,467,90
83,1,T,10,7,166323,186153,19830,1745,2,332,465
83,1,T,10,8,166323,187141,20818,730,4,452,360
