subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
61,1,P,-1,1,11240,17959,6719,6719,1,632,495
61,1,P,-1,2,11240,22392,11152,4175,3,782,390
61,1,P,-1,3,11240,27527,16287,4877,5,662,300
61,1,P,-2,1,34260,37165,2905,2905,4,452,360
61,1,P,-2,2,34260,37736,3476,312,8,467,90
61,1,P,-3,1,44985,46394,1409,1409,6,827,210
61,1,P,-3,2,44985,47585,2600,932,9,647,120
61,1,P,-3,3,44985,48453,3468,609,7,287,180
61,1,T,1,1,60870,63190,2320,2320,5,662,300
61,1,T,2,1,75438,77260,1822,1822,6,827,210
61,1,T,2,2,75438,78771,3333,1253,4,452,360
61,1,T,3,1,85263,88364,3101,3101,4,452,360
61,1,T,3,2,85263,89845,4582,1222,2,332,465
61,1,T,3,3,85263,92077,6814,1973,7,287,180
61,1,T,4,1,98873,102574,3701,3701,1,632,495
61,1,T,4,2,98873,104857,5984,2025,5,662,300
61,1,T,4,3,98873,109200,10327,4084,4,452,360
