subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
88,1,P,-1,1,12473,18299,5826,5826,1,632,495
88,1,P,-1,2,12473,18672,6199,115,3,782,390
88,1,P,-1,3,12473,19100,6627,170,5,662,300
88,1,P,-2,1,25661,29423,3762,3762,2,332,465
88,1,P,-2,2,25661,29769,4108,91,4,452,360
88,1,P,-2,3,25661,31386,5725,1361,8,467,90
88,1,P,-3,1,39349,43140,3791,3791,6,827,210
88,1,P,-3,2,39349,43724,4375,328,7,287,180
88,1,P,-3,3,39349,44266,4917,284,9,647,120
88,1,T,1,1,51796,54214,2418,2418,8,467,90
88,1,T,1,2,51796,54694,2898,223,5,662,300
88,1,T,2,1,60853,63442,2589,2589,6,827,210
88,1,T,2,2,60853,63913,3060,213,4,452,360
88,1,T,3,1,70191,72962,2771,2771,4,452,360
88,1,T,3,2,70191,73402,3211,182,7,287,180
88,1,T,3,3,70191,73931,3740,271,2,332,465
88,1,T,4,1,80212,82779,2567,2566,8,467,90
88,1,T,4,2,80212,83384,3172,347,1,632,495
88,1,T,4,3,80212,83734,3522,94,5,662,300
88,1,T,5,1,90946,94239,3293,3293,3,782,390
88,1,T,5,2,90946,94779,3833,281,4,452,360
88,1,T,5,3,90946,95255,4309,218,1,632,495
88,1,T,5,4,90946,95869,4923,356,7,287,180
88,1,T,6,1,103166,106812,3646,3646,6,827,210
88,1,T,6,2,103166,108407,5241,1340,1,632,495
88,1,T,6,3,103166,108926,5760,260,5,662,300
88,1,T,6,4,103166,109528,6362,344,8,467,90
88,1,T,7,1,117965,120663,2698,2698,5,662,300
88,1,T,7,2,117965,121775,3810,853,2,332,465
88,1,T,7,3,117965,123198,5233,1168,1,632,495
88,1,T,7,4,117965,124435,6470,978,8,467,90
88,1,T,7,5,117965,124925,6960,233,6,827,210
88,1,T,8,1,133381,139013,5632,5632,4,452,360
88,1,T,8,2,133381,139316,5935,46,2,332,465
88,1,T,8,3,133381,139892,6511,320,7,287,180
88,1,T,8,4,133381,143397,10016,3246,3,782,390
