subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
114,1,P,-1,1,11844,23041,11197,11197,3,782,390
114,1,P,-2,1,64278,70720,6442,6442,2,332,465
114,1,P,-2,2,64278,73168,8890,2191,4,452,360
114,1,P,-2,3,64278,77489,13211,4063,8,467,90
114,1,P,-3,1,84176,87898,3722,3722,6,827,210
114,1,P,-3,2,84176,89781,5605,1626,7,287,180
114,1,P,-3,3,84176,91139,6963,1098,9,647,120
114,1,T,1,1,98697,101237,2540,2540,8,467,90
114,1,T,1,2,98697,102445,3748,952,5,662,300
114,1,T,2,1,108415,112454,4039,4039,6,827,210
114,1,T,2,2,108415,113533,5118,822,4,452,360
114,1,T,3,1,120497,122860,2363,2363,4,452,360
114,1,T,3,2,120497,123982,3485,866,7,287,180
114,1,T,3,3,120497,124929,4432,688,2,332,465
114,1,T,4,1,131782,134494,2712,2712,8,467,90
114,1,T,4,2,131782,135641,3859,890,5,662,300
114,1,T,5,1,147423,149800,2377,2377,3,782,390
114,1,T,5,2,147423,152106,4683,2047,4,452,360
114,1,T,5,3,147423,153376,5953,1012,1,632,495
114,1,T,5,4,147423,154226,6803,592,7,287,180
114,1,T,6,1,161928,164496,2568,2568,6,827,210
114,1,T,6,2,161928,167894,5966,3141,1,632,495
114,1,T,6,3,161928,168881,6953,729,5,662,300
114,1,T,6,4,161928,169640,7712,500,8,467,90
114,1,T,7,1,178446,183516,5070,5070,5,662,300
114,1,T,7,2,178446,184927,6481,1152,2,332,465
114,1,T,7,3,178446,190802,12356,5617,1,632,495
114,1,T,7,4,178446,191687,13241,628,8,467,90
114,1,T,7,5,178446,194779,16333,2836,6,827,210
114,1,T,8,1,204314,210694,6380,6380,4,452,360
114,1,T,8,2,204314,211541,7227,591,2,332,465
114,1,T,8,3,204314,212282,7968,482,7,287,180
114,1,T,8,4,204314,218537,14223,5997,1,632,495
114,1,T,8,5,204314,227701,23387,8908,6,827,210
114,1,T,9,1,238466,244214,5748,5748,9,647,120
114,1,T,9,2,238466,245622,7156,1152,3,782,390
114,1,T,9,3,238466,252020,13554,6142,2,332,465
114,1,T,9,4,238466,256437,17971,4161,7,287,180
114,1,T,10,1,267026,270874,3848,3848,3,782,390
114,1,T,10,2,267026,274105,7079,2974,7,287,180
114,1,T,10,3,267026,275951,8925,1589,8,467,90
114,1,T,10,4,267026,276911,9885,703,4,452,360
114,1,T,10,5,267026,277562,10536,392,2,332,465
