subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
106,1,P,-1,1,10219,13956,3737,3737,1,632,495
106,1,P,-1,2,10219,14481,4262,267,3,782,390
106,1,P,-1,3,10219,14926,4707,186,5,662,300
106,1,P,-2,1,21011,25074,4063,4063,2,332,465
106,1,P,-2,2,21011,25422,4411,89,4,452,360
106,1,P,-2,3,21011,25799,4788,122,8,467,90
106,1,P,-3,1,32103,35228,3125,3125,6,827,210
106,1,P,-3,2,32103,35736,3633,252,7,287,180
106,1,P,-3,3,32103,36199,4096,205,9,647,120
106,1,T,1,1,43349,46416,3067,3067,8,467,90
106,1,T,1,2,43349,47001,3652,329,5,662,300
106,1,T,2,1,52293,55032,2739,2739,6,827,210
106,1,T,2,2,52293,55518,3225,229,4,452,360
106,1,T,3,1,61623,64557,2934,2934,4,452,360
106,1,T,3,2,61623,64982,3359,167,7,287,180
106,1,T,3,3,61623,66045,4422,805,2,332,465
106,1,T,4,1,73873,77227,3354,3354,8,467,90
106,1,T,4,2,73873,77881,4008,398,1,632,495
106,1,T,4,3,73873,78359,4486,220,5,662,300
106,1,T,5,1,85519,89979,4460,4460,3,782,390
106,1,T,5,2,85519,90426,4907,190,4,452,360
106,1,T,5,3,85519,90956,5437,272,1,632,495
106,1,T,5,4,85519,91573,6054,359,7,287,180
106,1,T,6,1,100027,103688,3661,3661,6,827,210
106,1,T,6,2,100027,104236,4209,291,1,632,495
106,1,T,6,3,100027,104766,4739,271,5,662,300
106,1,T,6,4,100027,105336,5309,311,8,467,90
106,1,T,7,1,113470,120921,7451,7451,5,662,300
106,1,T,7,2,113470,121395,7925,216,2,332,465
106,1,T,7,3,113470,121971,8501,318,1,632,495
106,1,T,7,4,113470,122431,8961,203,8,467,90
106,1,T,7,5,113470,127251,13781,4562,6,827,210
106,1,T,8,1,135567,140029,4462,4462,4,452,360
106,1,T,8,2,135567,140409,4842,123,2,332,465
106,1,T,8,3,135567,140858,5291,190,7,287,180
106,1,T,8,4,135567,141428,5861,312,3,782,390
106,1,T,8,5,135567,141841,6274,155,1,632,495
106,1,T,9,1,150874,156848,5974,5974,3,782,390
106,1,T,9,2,150874,157367,6493,262,9,647,120
106,1,T,9,3,150874,157990,7116,365,2,332,465
106,1,T,9,4,150874,158500,7626,251,4,452,360
106,1,T,9,5,150874,159031,8157,274,8,467,90
106,1,T,9,6,150874,159501,8627,212,7,287,180
106,1,T,10,1,168838,174626,5788,5787,3,782,390
106,1,T,10,2,168838,175302,6464,418,7,287,180
106,1,T,10,3,168838,175857,7019,297,2,332,465
106,1,T,10,4,168838,176410,7572,295,8,467,90
106,1,T,10,5,168838,176897,8059,228,9,647,120
106,1,T,10,6,168838,177408,8570,254,4,452,360
106,1,T,11,1,187557,193949,6392,6392,1,632,495
106,1,T,11,2,187557,194534,6977,330,9,647,120
106,1,T,11,3,187557,195145,7588,353,5,662,300
106,1,T,11,4,187557,195932,8375,529,7,287,180
106,1,T,11,5,187557,196706,9149,515,2,332,465
106,1,T,11,6,187557,198317,10760,1353,8,467,90
106,1,T,12,1,208618,215145,6527,6527,5,662,300
106,1,T,12,2,208618,215814,7196,410,7,287,180
106,1,T,12,3,208618,217095,8477,1023,2,332,465
106,1,T,12,4,208618,218719,10101,1365,4,452,360
106,1,T,12,5,208618,219243,10625,265,8,467,90
106,1,T,12,6,208618,219816,11198,315,6,827,210
