subnum,direction,type,trialnum,trialstart,length,stim,resp,numcorr,nummiss,allcorr,time
106,1,P,-1,10219,3,135,135,3,0,1,5244
106,1,P,-2,21011,3,248,248,3,0,1,5543
106,1,P,-3,32103,3,679,679,3,0,1,5638
106,1,T,1,43349,2,85,85,2,0,1,4399
106,1,T,2,52293,2,64,64,2,0,1,3779
106,1,T,3,61623,3,472,472,3,0,1,6697
106,1,T,4,73873,3,815,815,3,0,1,5088
106,1,T,5,85519,4,3417,3417,4,0,1,7949
106,1,T,6,100027,4,6158,6158,4,0,1,5878
106,1,T,7,113470,5,52186,52186,5,0,1,14533
106,1,T,8,135567,5,42731,42731,5,0,1,6739
106,1,T,9,150874,6,392487,392487,6,0,1,9393
106,1,T,10,168838,6,378294,372894,4,2,0,9143
106,1,T,11,187557,7,5917428,195728,2,5,0,11485
106,1,T,12,208618,7,5792846,572486,3,4,0,12062
