subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
82,1,P,-1,1,8536,10414,1878,1878,1,632,495
82,1,P,-1,2,8536,11375,2839,702,3,782,390
82,1,P,-1,3,8536,12096,3560,463,5,662,300
82,1,P,-2,1,19146,20443,1297,1297,2,332,465
82,1,P,-2,2,19146,21302,2156,601,4,452,360
82,1,P,-2,3,19146,22098,2952,539,8,467,90
82,1,P,-3,1,28909,29810,901,901,6,827,210
82,1,P,-3,2,28909,30762,1853,694,7,287,180
82,1,P,-3,3,28909,31739,2830,719,9,647,120
82,1,T,1,1,38790,41122,2332,2332,8,467,90
82,1,T,1,2,38790,42129,3339,749,5,662,300
82,1,T,2,1,47784,49499,1715,1715,6,827,210
82,1,T,2,2,47784,50345,2561,589,4,452,360
82,1,T,3,1,58971,60018,1047,1047,4,452,360
82,1,T,3,2,58971,60851,1880,574,7,287,180
82,1,T,3,3,58971,61637,2666,528,2,332,465
82,1,T,4,1,68552,69479,927,927,8,467,90
82,1,T,4,2,68552,70494,1942,757,1,632,495
82,1,T,4,3,68552,71219,2667,467,5,662,300
82,1,T,5,1,79056,79077,21,21,3,782,390
82,1,T,5,2,79056,79987,931,654,4,452,360
82,1,T,5,3,79056,80791,1735,546,1,632,495
82,1,T,5,4,79056,81469,2413,423,7,287,180
82,1,T,6,1,89386,91191,1805,1805,6,827,210
82,1,T,6,2,89386,92141,2755,692,1,632,495
82,1,T,6,3,89386,92996,3610,596,8,467,90
82,1,T,7,1,102685,105462,2777,2777,5,662,300
82,1,T,7,2,102685,107712,5027,1994,2,332,465
82,1,T,7,3,102685,109149,6464,1178,8,467,90
82,1,T,7,4,102685,110181,7496,774,1,632,495
82,1,T,8,1,120669,121955,1286,1286,4,452,360
82,1,T,8,2,120669,122898,2229,686,2,332,465
82,1,T,8,3,120669,123894,3225,737,7,287,180
82,1,T,8,4,120669,124911,4242,759,3,782,390
