subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
113,1,P,-1,1,9910,17205,7295,7295,1,632,495
113,1,P,-1,2,9910,17784,7874,320,5,662,300
113,1,P,-2,1,34533,38119,3586,3586,2,332,465
113,1,P,-2,2,34533,39600,5067,1223,4,452,360
113,1,P,-2,3,34533,40924,6391,1065,8,467,90
113,1,P,-3,1,51727,54925,3198,3198,6,827,210
113,1,P,-3,2,51727,56638,4911,1455,7,287,180
113,1,P,-3,3,51727,57980,6253,1084,9,647,120
113,1,T,1,1,64977,69450,4473,4473,8,467,90
113,1,T,1,2,64977,70871,5894,1163,5,662,300
113,1,T,2,1,78605,82091,3486,3486,6,827,210
113,1,T,2,2,78605,83402,4797,1053,4,452,360
113,1,T,3,1,91213,93782,2569,2569,4,452,360
113,1,T,3,2,91213,94982,3769,942,7,287,180
113,1,T,3,3,91213,95994,4781,753,2,332,465
113,1,T,4,1,103461,105274,1813,1813,8,467,90
113,1,T,4,2,103461,108219,4758,2686,1,632,495
113,1,T,4,3,103461,109688,6227,1211,5,662,300
113,1,T,5,1,117455,120273,2818,2818,3,782,390
113,1,T,5,2,117455,121238,3783,707,4,452,360
113,1,T,5,3,117455,122136,4681,641,1,632,495
113,1,T,5,4,117455,123326,5871,931,7,287,180
113,1,T,6,1,131041,134670,3629,3629,6,827,210
113,1,T,6,2,131041,139714,8673,4786,5,662,300
113,1,T,6,3,131041,142008,10967,2035,1,632,495
113,1,T,6,4,131041,143971,12930,1704,8,467,90
113,1,T,7,1,152473,158960,6487,6487,5,662,300
113,1,T,7,2,152473,161991,9518,2772,1,632,495
113,1,T,7,3,152473,164444,11971,2195,2,332,465
113,1,T,7,4,152473,166793,14320,2093,8,467,90
113,1,T,7,5,152473,168711,16238,1660,6,827,210
113,1,T,8,1,178012,185381,7369,7369,2,332,465
113,1,T,8,2,178012,188083,10071,2444,4,452,360
113,1,T,8,3,178012,190234,12222,1894,7,287,180
113,1,T,8,4,178012,193366,15354,2874,8,467,90
113,1,T,8,5,178012,195763,17751,2139,6,827,210
113,1,T,8,6,178012,198242,20230,2221,3,782,390
