subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
68,1,P,-1,1,28481,31999,3518,3518,1,632,495
68,1,P,-1,2,28481,36732,8251,4475,3,782,390
68,1,P,-1,3,28481,38667,10186,1676,5,662,300
68,1,P,-2,1,45620,48501,2881,2881,2,332,465
68,1,P,-2,2,45620,50255,4635,1496,4,452,360
68,1,P,-2,3,45620,51255,5635,743,8,467,90
68,1,P,-3,1,58445,60394,1949,1949,6,827,210
68,1,P,-3,2,58445,62162,3717,1510,7,287,180
68,1,P,-3,3,58445,63188,4743,767,9,647,120
68,1,T,1,1,70975,73388,2413,2413,8,467,90
68,1,T,1,2,70975,74921,3946,1275,5,662,300
68,1,T,2,1,80941,83346,2405,2405,6,827,210
68,1,T,2,2,80941,84782,3841,1178,4,452,360
68,1,T,3,1,91974,93348,1374,1374,4,452,360
68,1,T,3,2,91974,94397,2423,791,7,287,180
68,1,T,3,3,91974,95368,3394,712,2,332,465
68,1,T,4,1,102664,104444,1780,1780,8,467,90
68,1,T,4,2,102664,105475,2811,773,1,632,495
68,1,T,4,3,102664,106407,3743,673,5,662,300
68,1,T,5,1,114188,115679,1491,1491,3,782,390
68,1,T,5,2,114188,116835,2647,898,4,452,360
68,1,T,5,3,114188,117658,3470,566,1,632,495
68,1,T,5,4,114188,118548,4360,632,7,287,180
68,1,T,6,1,126747,127618,871,871,6,827,210
68,1,T,6,2,126747,128866,2119,989,1,632,495
68,1,T,6,3,126747,130115,3368,991,5,662,300
68,1,T,6,4,126747,131052,4305,679,8,467,90
68,1,T,8,1,166502,170490,3988,3988,4,452,360
68,1,T,8,2,166502,171864,5362,1116,2,332,465
68,1,T,8,3,166502,173887,7385,1765,8,467,90
68,1,T,8,4,166502,175072,8570,926,1,632,495
68,1,T,8,5,166502,175884,9382,553,3,782,390
