subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
69,1,P,-1,1,17121,29770,12649,12649,1,632,495
69,1,P,-1,2,17121,37775,20654,7748,5,662,300
69,1,P,-1,3,17121,38792,21671,758,4,452,360
69,1,P,-2,1,46129,49482,3353,3353,2,332,465
69,1,P,-2,2,46129,50333,4204,592,4,452,360
69,1,P,-2,3,46129,51048,4919,456,8,467,90
69,1,P,-3,1,57939,59846,1907,1907,6,827,210
69,1,P,-3,2,57939,60937,2998,832,7,287,180
69,1,P,-3,3,57939,61455,3516,260,9,647,120
69,1,T,1,1,68596,71001,2405,2405,8,467,90
69,1,T,1,2,68596,71536,2940,277,5,662,300
69,1,T,2,1,77379,79004,1625,1625,6,827,210
69,1,T,2,2,77379,79478,2099,216,4,452,360
69,1,T,3,1,86407,88033,1626,1626,4,452,360
69,1,T,3,2,86407,88359,1952,68,7,287,180
69,1,T,3,3,86407,88705,2298,87,2,332,465
69,1,T,4,1,95715,96907,1192,1192,8,467,90
69,1,T,4,2,95715,97498,1783,333,1,632,495
69,1,T,4,3,95715,97804,2089,48,5,662,300
69,1,T,5,1,105747,106612,865,865,3,782,390
69,1,T,5,2,105747,106967,1220,96,4,452,360
69,1,T,5,3,105747,107363,1616,139,1,632,495
69,1,T,5,4,105747,107770,2023,149,7,287,180
69,1,T,6,1,115852,117655,1803,1803,6,827,210
69,1,T,6,2,115852,118220,2368,306,1,632,495
69,1,T,6,3,115852,118621,2769,143,8,467,90
69,1,T,7,1,131006,132692,1686,1686,5,662,300
69,1,T,7,2,131006,133026,2020,76,4,452,360
69,1,T,7,3,131006,133387,2381,103,2,332,465
69,1,T,7,4,131006,135472,4466,1827,1,632,495
69,1,T,7,5,131006,136220,5214,490,8,467,90
69,1,T,8,1,145583,147652,2069,2069,4,452,360
69,1,T,8,2,145583,148307,2724,396,7,287,180
69,1,T,8,3,145583,148873,3290,307,2,332,465
69,1,T,8,4,145583,149372,3789,241,3,782,390
