subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
28,1,P,-1,1,12541,19013,6472,6472,1,632,495
28,1,P,-1,2,12541,22436,9895,3165,3,782,390
28,1,P,-1,3,12541,24939,12398,2245,5,662,300
28,1,P,-2,1,33456,40313,6857,6857,2,332,465
28,1,P,-2,2,33456,42369,8913,1798,4,452,360
28,1,P,-2,3,33456,47516,14060,4889,8,467,90
28,1,P,-3,1,55380,63010,7630,7630,6,827,210
28,1,P,-3,2,55380,65365,9985,2097,9,647,120
28,1,P,-3,3,55380,67752,12372,2129,7,287,180
28,1,T,1,1,75306,81831,6525,6525,8,467,90
28,1,T,1,2,75306,84474,9168,2384,5,662,300
28,1,T,2,1,90772,95340,4568,4568,6,827,210
28,1,T,2,2,90772,97991,7219,2392,4,452,360
28,1,T,3,1,105122,109514,4392,4392,4,452,360
28,1,T,3,2,105122,111667,6545,1894,2,332,465
28,1,T,3,3,105122,113758,8636,1833,7,287,180
28,1,T,4,1,121141,128216,7075,7075,1,632,495
28,1,T,4,2,121141,130291,9150,1818,5,662,300
