subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
15,1,P,-1,1,15320,20595,5275,5275,1,632,495
15,1,P,-1,2,15320,21069,5749,215,3,782,390
15,1,P,-1,3,15320,22570,7250,1242,5,662,300
15,1,P,-2,1,29536,31847,2311,2311,2,332,465
15,1,P,-2,2,29536,32656,3120,551,4,452,360
15,1,P,-2,3,29536,33551,4015,635,8,467,90
15,1,P,-3,1,40314,42750,2436,2436,6,827,210
15,1,P,-3,2,40314,43733,3419,725,9,647,120
15,1,P,-3,3,40314,44746,4432,755,7,287,180
15,1,T,1,1,55560,57947,2387,2387,8,467,90
15,1,T,1,2,55560,58802,3242,597,5,662,300
15,1,T,2,1,64405,66513,2108,2108,6,827,210
15,1,T,2,2,64405,67486,3081,715,4,452,360
15,1,T,3,1,74166,76098,1932,1932,4,452,360
15,1,T,3,2,74166,77177,3011,821,7,287,180
15,1,T,3,3,74166,78035,3869,598,2,332,465
15,1,T,4,1,86498,89118,2620,2620,8,467,90
15,1,T,4,2,86498,90062,3564,685,1,632,495
15,1,T,4,3,86498,90929,4431,608,5,662,300
15,1,T,5,1,98947,101351,2404,2404,3,782,390
15,1,T,5,2,98947,102403,3456,793,5,662,300
15,1,T,5,3,98947,103316,4369,654,4,452,360
15,1,T,5,4,98947,104319,5372,745,7,287,180
15,1,T,6,1,112201,114119,1918,1918,6,827,210
15,1,T,6,2,112201,115005,2804,627,5,662,300
15,1,T,6,3,112201,115877,3676,614,1,632,495
15,1,T,6,4,112201,116842,4641,707,8,467,90
