subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
54,1,P,-1,1,10648,22715,12067,12067,1,632,495
54,1,P,-1,2,10648,29782,19134,6809,3,782,390
54,1,P,-1,3,10648,38994,28346,8954,5,662,300
54,1,P,-2,1,45843,49878,4035,4035,2,332,465
54,1,P,-2,2,45843,51778,5935,1642,4,452,360
54,1,P,-2,3,45843,53280,7437,1245,8,467,90
54,1,P,-3,1,60634,65031,4397,4396,6,827,210
54,1,P,-3,2,60634,66521,5887,1231,9,647,120
54,1,P,-3,3,60634,67856,7222,1077,7,287,180
54,1,T,1,1,80878,83792,2914,2914,8,467,90
54,1,T,1,2,80878,84905,4027,855,5,662,300
54,1,T,2,1,90800,93107,2307,2307,6,827,210
54,1,T,2,2,90800,94207,3407,841,4,452,360
54,1,T,3,1,100852,103169,2317,2317,4,452,360
54,1,T,3,2,100852,104279,3427,852,7,287,180
54,1,T,3,3,100852,105389,4537,852,2,332,465
54,1,T,4,1,111792,113878,2086,2086,8,467,90
54,1,T,4,2,111792,114979,3187,843,1,632,495
54,1,T,4,3,111792,116094,4302,857,5,662,300
54,1,T,5,1,123680,125895,2215,2215,3,782,390
54,1,T,5,2,123680,127326,3646,1172,1,632,495
54,1,T,5,3,123680,128440,4760,856,4,452,360
54,1,T,5,4,123680,129412,5732,714,7,287,180
54,1,T,6,1,137050,139176,2126,2126,6,827,210
54,1,T,6,2,137050,140172,3122,737,5,662,300
54,1,T,6,3,137050,141149,4099,718,1,632,495
54,1,T,6,4,137050,142141,5091,734,8,467,90
