subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
23,1,P,-1,1,8241,17578,9337,9337,1,632,495
23,1,P,-1,2,8241,23588,15347,5752,3,782,390
23,1,P,-1,3,8241,26533,18292,2687,5,662,300
23,1,P,-2,1,33921,37463,3542,3542,2,332,465
23,1,P,-2,2,33921,39923,6002,2203,4,452,360
23,1,P,-2,3,33921,42013,8092,1831,8,467,90
23,1,P,-3,1,49135,52236,3101,3101,6,827,210
23,1,P,-3,2,49135,54798,5663,2304,7,287,180
23,1,P,-3,3,49135,57021,7886,1964,9,647,120
23,1,T,1,1,64332,67906,3574,3574,8,467,90
23,1,T,1,2,64332,70040,5708,1876,5,662,300
23,1,T,2,1,75905,79010,3105,3105,6,827,210
23,1,T,2,2,75905,80618,4713,1349,4,452,360
23,1,T,3,1,87636,90838,3202,3202,4,452,360
23,1,T,3,2,87636,92945,5309,1849,7,287,180
23,1,T,3,3,87636,94350,6714,1147,2,332,465
23,1,T,4,1,101671,103629,1958,1958,8,467,90
23,1,T,4,2,101671,105880,4209,1992,1,632,495
23,1,T,4,3,101671,107695,6024,1557,5,662,300
23,1,T,5,1,115695,118524,2829,2829,3,782,390
23,1,T,5,2,115695,123968,8273,5186,4,452,360
23,1,T,5,3,115695,129341,13646,5115,5,662,300
23,1,T,5,4,115695,131390,15695,1791,7,287,180
23,1,T,6,1,139482,141706,2224,2224,6,827,210
23,1,T,6,2,139482,143586,4104,1622,1,632,495
23,1,T,6,3,139482,145328,5846,1484,5,662,300
23,1,T,6,4,139482,146213,6731,627,8,467,90
23,1,T,7,1,155838,157481,1643,1643,5,662,300
23,1,T,7,2,155838,158951,3113,1212,2,332,465
23,1,T,7,3,155838,160249,4411,1039,1,632,495
23,1,T,7,4,155838,161620,5782,1114,8,467,90
23,1,T,7,5,155838,163082,7244,1204,6,827,210
23,1,T,8,1,172459,175373,2914,2914,4,452,360
23,1,T,8,2,172459,176742,4283,1111,2,332,465
23,1,T,8,3,172459,178667,6208,1668,7,287,180
23,1,T,8,4,172459,188377,15918,9451,5,662,300
23,1,T,9,1,198632,201290,2658,2658,3,782,390
23,1,T,9,2,198632,203219,4587,1671,9,647,120
23,1,T,9,3,198632,205054,6422,1577,2,332,465
23,1,T,9,4,198632,206376,7744,1064,4,452,360
23,1,T,9,5,198632,215941,17309,9306,7,287,180
23,1,T,10,1,226757,228424,1667,1667,3,782,390
23,1,T,10,2,226757,229924,3167,1242,2,332,465
23,1,T,10,3,226757,231547,4790,1365,7,287,180
23,1,T,10,4,226757,232499,5742,694,8,467,90
23,1,T,10,5,226757,233512,6755,754,9,647,120
23,1,T,10,6,226757,236871,10114,3099,4,452,360
