subnum,direction,type,trialnum,trialstart,length,stim,resp,numcorr,nummiss,allcorr,time
23,1,P,-1,8241,3,135,135,3,0,1,20130
23,1,P,-2,33921,3,248,248,3,0,1,9664
23,1,P,-3,49135,3,679,679,3,0,1,9728
23,1,T,1,64332,2,85,85,2,0,1,7027
23,1,T,2,75905,2,64,64,2,0,1,6178
23,1,T,3,87636,3,472,472,3,0,1,8483
23,1,T,4,101671,3,815,815,3,0,1,7469
23,1,T,5,115695,4,3417,3457,3,1,0,17228
23,1,T,6,139482,4,6158,6158,4,0,1,8797
23,1,T,7,155838,5,52186,52186,5,0,1,9058
23,1,T,8,172459,5,42731,4275,3,2,0,17601
23,1,T,9,198632,6,392487,39247,4,2,0,19558
23,1,T,10,226757,6,378294,327894,3,3,0,11617
