subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
128,1,P,-1,1,9335,22760,13425,13425,5,662,300
128,1,P,-2,1,41449,57286,15837,15837,1,632,495
128,1,P,-2,2,41449,60155,18706,2611,2,332,465
128,1,P,-2,3,41449,61805,20356,1392,4,452,360
128,1,P,-2,4,41449,63302,21853,1239,7,287,180
128,1,P,-3,1,70680,79253,8573,8573,1,632,495
128,1,P,-3,2,70680,79749,9069,237,4,452,360
128,1,P,-3,3,70680,89492,18812,9485,6,827,210
128,1,P,-3,4,70680,91344,20664,1593,3,782,390
128,1,P,-3,5,70680,92438,21758,836,9,647,120
128,1,P,-3,6,70680,93583,22903,887,5,662,300
128,1,P,-3,7,70680,94210,23530,369,8,467,90
128,1,T,1,1,101450,104105,2655,2655,8,467,90
128,1,T,1,2,101450,105806,4356,1442,5,662,300
128,1,T,2,1,111732,113252,1520,1520,6,827,210
128,1,T,2,2,111732,114464,2732,955,4,452,360
128,1,T,3,1,121003,123277,2274,2274,4,452,360
128,1,T,3,2,121003,124428,3425,893,7,287,180
128,1,T,3,3,121003,125688,4685,1002,2,332,465
128,1,T,4,1,132230,134250,2020,2020,8,467,90
128,1,T,4,2,132230,135822,3592,1314,5,662,300
128,1,T,4,3,132230,136848,4618,767,1,632,495
128,1,T,5,1,144526,146752,2226,2226,3,782,390
128,1,T,5,2,144526,148101,3575,1091,4,452,360
128,1,T,5,3,144526,149407,4881,1048,1,632,495
128,1,T,5,4,144526,150509,5983,844,7,287,180
128,1,T,6,1,158262,160326,2064,2064,6,827,210
128,1,T,6,2,158262,161688,3426,1104,5,662,300
128,1,T,6,3,158262,163104,4842,1158,1,632,495
128,1,T,6,4,158262,164117,5855,754,8,467,90
128,1,T,7,1,172744,175254,2510,2510,5,662,300
128,1,T,7,2,172744,176544,3800,1032,2,332,465
128,1,T,7,3,172744,177977,5233,1174,1,632,495
128,1,T,7,4,172744,179337,6593,1102,8,467,90
128,1,T,7,5,172744,180643,7899,1048,6,827,210
128,1,T,8,1,189548,191713,2165,2165,4,452,360
128,1,T,8,2,189548,193403,3855,1432,7,287,180
128,1,T,8,3,189548,194818,5270,1156,2,332,465
128,1,T,8,4,189548,196342,6794,1266,1,632,495
128,1,T,8,5,189548,197560,8012,960,3,782,390
128,1,T,9,1,207429,209753,2324,2324,3,782,390
128,1,T,9,2,207429,211016,3587,1005,9,647,120
128,1,T,9,3,207429,212225,4796,950,4,452,360
128,1,T,9,4,207429,213505,6076,1022,2,332,465
128,1,T,9,5,207429,214638,7209,874,7,287,180
128,1,T,10,1,225381,227767,2386,2386,3,782,390
128,1,T,10,2,225381,229128,3747,1103,8,467,90
128,1,T,10,3,225381,230427,5046,1041,7,287,180
128,1,T,10,4,225381,231772,6391,1087,2,332,465
128,1,T,10,5,225381,232837,7456,807,4,452,360
