subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
21,1,P,-1,1,16318,23382,7064,7064,1,632,495
21,1,P,-1,2,16318,27431,11113,3791,7,287,180
21,1,P,-1,3,16318,30080,13762,2391,5,662,300
21,1,P,-2,1,37148,42145,4997,4997,2,332,465
21,1,P,-2,2,37148,46532,9384,4129,8,467,90
21,1,P,-2,3,37148,49250,12102,2459,4,452,360
21,1,P,-3,1,55677,59866,4189,4189,6,827,210
21,1,P,-3,2,55677,64217,8540,4093,7,287,180
21,1,P,-3,3,55677,67889,12212,3413,5,662,300
21,1,T,1,1,76481,79648,3167,3167,8,467,90
21,1,T,1,2,76481,83990,7509,4084,4,452,360
21,1,T,1,3,76481,86460,9979,2212,5,662,300
21,1,T,2,1,92632,96002,3370,3370,6,827,210
21,1,T,2,2,92632,98535,5903,2274,4,452,360
21,1,T,3,1,104852,107394,2542,2542,4,452,360
21,1,T,3,2,104852,109711,4859,2059,7,287,180
21,1,T,3,3,104852,112805,7953,2836,2,332,465
21,1,T,4,1,119095,122366,3271,3271,8,467,90
21,1,T,4,2,119095,124893,5798,2269,4,452,360
21,1,T,4,3,119095,127555,8460,2403,5,662,300
21,1,T,5,1,134951,140267,5316,5316,4,452,360
21,1,T,5,2,134951,143162,8211,2637,3,782,390
21,1,T,5,3,134951,146254,11303,2833,7,287,180
21,1,T,5,4,134951,149240,14289,2728,1,632,495
21,1,T,6,1,156705,161487,4782,4782,6,827,210
21,1,T,6,2,156705,165395,8690,3650,3,782,390
21,1,T,6,3,156705,167408,10703,1754,8,467,90
21,1,T,6,4,156705,171833,15128,4166,1,632,495
