subnum,direction,type,trialnum,trialstart,length,stim,resp,numcorr,nummiss,allcorr,time
108,1,P,-1,9216,3,135,135,3,0,1,6292
108,1,P,-2,21057,3,248,248,3,0,1,5887
108,1,P,-3,32496,3,679,679,3,0,1,5670
108,1,T,1,43725,2,85,85,2,0,1,4515
108,1,T,2,52785,2,64,64,2,0,1,3783
108,1,T,3,62121,3,472,472,3,0,1,4446
108,1,T,4,72121,3,815,815,3,0,1,4680
108,1,T,5,83361,4,3417,3147,2,2,0,7775
108,1,T,6,97695,4,6158,6158,4,0,1,8452
108,1,T,7,113708,5,52186,52186,5,0,1,9408
108,1,T,8,130676,5,42731,542713,1,5,0,12296
108,1,T,9,151540,6,392487,3592487,1,6,0,12045
108,1,T,10,172152,6,378294,34279,2,4,0,14283
