subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
108,1,P,-1,1,9216,14087,4871,4871,1,632,495
108,1,P,-1,2,9216,14412,5196,70,3,782,390
108,1,P,-1,3,9216,14885,5669,215,5,662,300
108,1,P,-2,1,21057,25000,3943,3943,2,332,465
108,1,P,-2,2,21057,25433,4376,176,4,452,360
108,1,P,-2,3,21057,25879,4822,189,8,467,90
108,1,P,-3,1,32496,36576,4080,4080,6,827,210
108,1,P,-3,2,32496,37045,4549,211,7,287,180
108,1,P,-3,3,32496,37507,5011,204,9,647,120
108,1,T,1,1,43725,47216,3491,3491,8,467,90
108,1,T,1,2,43725,47690,3965,216,5,662,300
108,1,T,2,1,52785,55387,2602,2602,6,827,210
108,1,T,2,2,52785,55874,3089,230,4,452,360
108,1,T,3,1,62121,65127,3006,3006,4,452,360
108,1,T,3,2,62121,65565,3444,181,7,287,180
108,1,T,3,3,62121,66068,3947,244,2,332,465
108,1,T,4,1,72121,75265,3144,3144,8,467,90
108,1,T,4,2,72121,75805,3684,281,1,632,495
108,1,T,4,3,72121,76260,4139,197,5,662,300
108,1,T,5,1,83361,87555,4194,4194,3,782,390
108,1,T,5,2,83361,88069,4708,255,1,632,495
108,1,T,5,3,83361,88577,5216,250,4,452,360
108,1,T,5,4,83361,89113,5752,278,7,287,180
108,1,T,6,1,97695,99672,1977,1977,6,827,210
108,1,T,6,2,97695,102668,4973,2737,1,632,495
108,1,T,6,3,97695,103115,5420,189,5,662,300
108,1,T,6,4,97695,103569,5874,196,8,467,90
108,1,T,7,1,113708,119975,6267,6267,5,662,300
108,1,T,7,2,113708,120545,6837,311,2,332,465
108,1,T,7,3,113708,121077,7369,274,1,632,495
108,1,T,7,4,113708,121881,8173,546,8,467,90
108,1,T,7,5,113708,122400,8692,261,6,827,210
108,1,T,8,1,130676,140112,9436,9436,5,662,300
108,1,T,8,2,130676,140487,9811,117,4,452,360
108,1,T,8,3,130676,141002,10326,256,2,332,465
108,1,T,8,4,130676,141497,10821,237,7,287,180
108,1,T,8,5,130676,142028,11352,272,1,632,495
108,1,T,8,6,130676,142474,11798,188,3,782,390
108,1,T,9,1,151540,159935,8395,8395,3,782,390
108,1,T,9,2,151540,160428,8888,235,5,662,300
108,1,T,9,3,151540,160941,9401,255,9,647,120
108,1,T,9,4,151540,161567,10027,368,2,332,465
108,1,T,9,5,151540,162032,10492,208,4,452,360
108,1,T,9,6,151540,162451,10911,160,8,467,90
108,1,T,9,7,151540,162844,11304,135,7,287,180
108,1,T,10,1,172152,183793,11641,11641,3,782,390
108,1,T,10,2,172152,184302,12150,251,4,452,360
108,1,T,10,3,172152,184748,12596,187,2,332,465
108,1,T,10,4,172152,185210,13058,204,7,287,180
108,1,T,10,5,172152,185683,13531,215,9,647,120
