subnum,direction,type,trialnum,trialstart,length,stim,resp,numcorr,nummiss,allcorr,time
124,1,P,-1,8654,3,135,135,3,0,1,17985
124,1,P,-2,32188,3,248,248,3,0,1,7931
124,1,P,-3,45669,3,679,679,3,0,1,6314
124,1,T,1,57174,2,85,85,2,0,1,4995
124,1,T,2,66715,2,64,64,2,0,1,4573
124,1,T,3,76840,3,472,472,3,0,1,4847
124,1,T,4,87241,3,815,815,3,0,1,5042
124,1,T,5,98838,4,3417,3417,4,0,1,7177
124,1,T,6,112571,4,6158,6158,4,0,1,6456
124,1,T,7,126590,5,52186,52186,5,0,1,8214
124,1,T,8,142367,5,42731,42731,5,0,1,8411
124,1,T,9,159346,6,392487,342974,2,4,0,15663
124,1,T,10,183576,6,378294,327851,1,5,0,14125
