subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
124,1,P,-1,1,8654,11258,2604,2604,1,632,495
124,1,P,-1,2,8654,20698,12044,9182,3,782,390
124,1,P,-1,3,8654,25130,16476,4173,5,662,300
124,1,P,-2,1,32188,34004,1816,1816,2,332,465
124,1,P,-2,2,32188,36581,4393,2318,4,452,360
124,1,P,-2,3,32188,38506,6318,1667,8,467,90
124,1,P,-3,1,45669,47158,1489,1489,6,827,210
124,1,P,-3,2,45669,48993,3324,1576,7,287,180
124,1,P,-3,3,45669,50600,4931,1350,9,647,120
124,1,T,1,1,57174,59588,2414,2414,8,467,90
124,1,T,1,2,57174,61087,3913,1241,5,662,300
124,1,T,2,1,66715,68456,1741,1741,6,827,210
124,1,T,2,2,66715,69907,3192,1193,4,452,360
124,1,T,3,1,76840,77984,1144,1144,4,452,360
124,1,T,3,2,76840,79368,2528,1126,7,287,180
124,1,T,3,3,76840,80511,3671,886,2,332,465
124,1,T,4,1,87241,88345,1104,1104,8,467,90
124,1,T,4,2,87241,89729,2488,1126,1,632,495
124,1,T,4,3,87241,90813,3572,827,5,662,300
124,1,T,5,1,98838,100305,1467,1467,3,782,390
124,1,T,5,2,98838,101702,2864,1140,4,452,360
124,1,T,5,3,98838,102898,4060,937,1,632,495
124,1,T,5,4,98838,103979,5141,822,7,287,180
124,1,T,6,1,112571,113962,1391,1391,6,827,210
124,1,T,6,2,112571,115264,2693,1043,1,632,495
124,1,T,6,3,112571,116446,3875,925,5,662,300
124,1,T,6,4,112571,117500,4929,796,8,467,90
124,1,T,7,1,126590,128017,1427,1427,5,662,300
124,1,T,7,2,126590,129353,2763,1077,2,332,465
124,1,T,7,3,126590,130512,3922,901,1,632,495
124,1,T,7,4,126590,131661,5071,893,8,467,90
124,1,T,7,5,126590,132801,6211,881,6,827,210
124,1,T,8,1,142367,143767,1400,1400,4,452,360
124,1,T,8,2,142367,145040,2673,1015,2,332,465
124,1,T,8,3,142367,146302,3935,1004,7,287,180
124,1,T,8,4,142367,147856,5489,1296,3,782,390
124,1,T,8,5,142367,148845,6478,731,1,632,495
124,1,T,9,1,159346,160687,1341,1341,3,782,390
124,1,T,9,2,159346,163270,3924,2324,4,452,360
124,1,T,9,3,159346,165156,5810,1628,2,332,465
124,1,T,9,4,159346,166237,6891,823,9,647,120
124,1,T,9,5,159346,167346,8000,851,7,287,180
124,1,T,9,6,159346,173206,13860,5602,4,452,360
124,1,T,10,1,183576,185189,1613,1613,3,782,390
124,1,T,10,2,183576,186546,2970,1099,2,332,465
124,1,T,10,3,183576,187712,4136,908,7,287,180
124,1,T,10,4,183576,189515,5939,1545,8,467,90
124,1,T,10,5,183576,192874,9298,3101,5,662,300
124,1,T,10,6,183576,195630,12054,2498,1,632,495
