subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
125,1,P,-1,1,8564,10052,1488,1488,1,632,495
125,1,P,-1,2,8564,10464,1900,155,3,782,390
125,1,P,-1,3,8564,10820,2256,98,5,662,300
125,1,P,-2,1,19066,20073,1007,1007,2,332,465
125,1,P,-2,2,19066,20376,1310,46,4,452,360
125,1,P,-2,3,19066,20716,1650,82,8,467,90
125,1,P,-3,1,28095,29097,1002,1002,6,827,210
125,1,P,-3,2,28095,29961,1866,606,7,287,180
125,1,P,-3,3,28095,30777,2682,558,9,647,120
125,1,T,1,1,37625,40828,3203,3203,8,467,90
125,1,T,1,2,37625,41591,3966,507,5,662,300
125,1,T,2,1,47000,48773,1773,1773,6,827,210
125,1,T,2,2,47000,49612,2612,581,4,452,360
125,1,T,3,1,56289,57552,1263,1263,4,452,360
125,1,T,3,2,56289,58361,2072,551,7,287,180
125,1,T,3,3,56289,59258,2969,639,2,332,465
125,1,T,4,1,65736,68106,2370,2370,8,467,90
125,1,T,4,2,65736,68922,3186,559,1,632,495
125,1,T,4,3,65736,69734,3998,554,5,662,300
125,1,T,5,1,77704,79185,1481,1481,3,782,390
125,1,T,5,2,77704,80032,2328,590,4,452,360
125,1,T,5,3,77704,80994,3290,704,1,632,495
125,1,T,5,4,77704,81872,4168,619,7,287,180
125,1,T,6,1,90236,92264,2028,2028,6,827,210
125,1,T,6,2,90236,93144,2908,622,5,662,300
125,1,T,6,3,90236,94122,3886,720,1,632,495
125,1,T,6,4,90236,95015,4779,635,8,467,90
125,1,T,7,1,104238,106554,2316,2316,5,662,300
125,1,T,7,2,104238,107493,3255,681,2,332,465
125,1,T,7,3,104238,108433,4195,682,1,632,495
125,1,T,7,4,104238,109334,5096,642,8,467,90
125,1,T,7,5,104238,110206,5968,614,6,827,210
125,1,T,8,1,119042,120833,1791,1791,4,452,360
125,1,T,8,2,119042,121727,2685,635,7,287,180
125,1,T,8,3,119042,122619,3577,634,2,332,465
125,1,T,8,4,119042,123551,4509,673,3,782,390
125,1,T,8,5,119042,124465,5423,656,1,632,495
125,1,T,9,1,134772,136968,2196,2196,3,782,390
125,1,T,9,2,134772,137978,3206,752,4,452,360
125,1,T,9,3,134772,143407,8635,5172,8,467,90
125,1,T,9,4,134772,144327,9555,661,2,332,465
125,1,T,9,5,134772,145308,10536,723,7,287,180
125,1,T,10,1,155194,157701,2507,2507,3,782,390
125,1,T,10,2,155194,159822,4628,1863,7,287,180
125,1,T,10,3,155194,163110,7916,3030,9,647,120
125,1,T,10,4,155194,164310,9116,941,2,332,465
125,1,T,10,5,155194,165195,10001,626,4,452,360
