subnum,direction,type,trialnum,trialstart,length,stim,resp,numcorr,nummiss,allcorr,time
125,1,P,-1,8564,3,135,135,3,0,1,4954
125,1,P,-2,19066,3,248,248,3,0,1,3478
125,1,P,-3,28095,3,679,679,3,0,1,3925
125,1,T,1,37625,2,85,85,2,0,1,4827
125,1,T,2,47000,2,64,64,2,0,1,3736
125,1,T,3,56289,3,472,472,3,0,1,3894
125,1,T,4,65736,3,815,815,3,0,1,5410
125,1,T,5,77704,4,3417,3417,4,0,1,5974
125,1,T,6,90236,4,6158,6518,2,2,0,6441
125,1,T,7,104238,5,52186,52186,5,0,1,7242
125,1,T,8,119042,5,42731,47231,3,2,0,7165
125,1,T,9,134772,6,392487,34827,1,5,0,11855
125,1,T,10,155194,6,378294,37924,3,3,0,12592
