subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
65,1,P,-1,1,20981,23855,2874,2874,1,632,495
65,1,P,-1,2,20981,28624,7643,4511,3,782,390
65,1,P,-1,3,20981,30776,9795,1894,5,662,300
65,1,P,-2,1,38735,41684,2949,2949,2,332,465
65,1,P,-2,2,38735,44037,5302,2095,4,452,360
65,1,P,-2,3,38735,46270,7535,1976,8,467,90
65,1,P,-3,1,53135,56994,3859,3859,6,827,210
65,1,P,-3,2,53135,63912,10777,6659,7,287,180
65,1,P,-3,3,53135,70306,17171,6136,9,647,120
65,1,T,1,1,77602,81445,3843,3843,8,467,90
65,1,T,1,2,77602,84191,6589,2488,5,662,300
65,1,T,2,1,91144,93613,2469,2469,6,827,210
65,1,T,2,2,91144,95633,4489,1762,4,452,360
65,1,T,3,1,104490,108172,3682,3682,4,452,360
65,1,T,3,2,104490,110708,6218,2277,2,332,465
65,1,T,3,3,104490,112768,8278,1802,7,287,180
65,1,T,4,1,119386,121970,2584,2584,1,632,495
65,1,T,4,2,119386,124309,4923,2080,5,662,300
65,1,T,4,3,119386,126043,6657,1476,8,467,90
