subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
94,1,P,-1,1,11025,17297,6272,6272,3,782,390
94,1,P,-1,2,11025,19846,8821,2292,1,632,495
94,1,P,-1,3,11025,21274,10249,1169,3,782,390
94,1,P,-1,4,11025,23115,12090,1583,5,662,300
94,1,P,-2,1,29426,37723,8297,8297,8,467,90
94,1,P,-2,2,29426,38903,9477,923,2,332,465
94,1,P,-2,3,29426,39432,10006,271,4,452,360
94,1,P,-2,4,29426,40009,10583,319,8,467,90
94,1,T,1,1,80113,83730,3617,3617,8,467,90
94,1,T,1,2,80113,85872,5759,1884,5,662,300
94,1,T,2,1,91038,93663,2625,2625,6,827,210
94,1,T,2,2,91038,95211,4173,1292,4,452,360
94,1,T,3,1,102679,108560,5881,5881,4,452,360
94,1,T,3,2,102679,109013,6334,196,7,287,180
94,1,T,3,3,102679,109665,6986,393,2,332,465
94,1,T,4,1,117704,123553,5849,5849,8,467,90
94,1,T,4,2,117704,124087,6383,277,5,662,300
94,1,T,4,3,117704,124618,6914,272,1,632,495
94,1,T,5,1,131720,138719,6999,6999,3,782,390
94,1,T,5,2,131720,139276,7556,300,7,287,180
94,1,T,5,3,131720,139885,8165,351,4,452,360
94,1,T,5,4,131720,140397,8677,254,1,632,495
94,1,T,6,1,147445,153474,6029,6029,6,827,210
94,1,T,6,2,147445,153779,6334,47,8,467,90
94,1,T,6,3,147445,154308,6863,273,5,662,300
94,1,T,6,4,147445,154809,7364,242,1,632,495
