subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
40,1,P,-1,1,11633,14697,3064,3064,1,632,495
40,1,P,-1,2,11633,15669,4036,713,3,782,390
40,1,P,-1,3,11633,16619,4986,692,5,662,300
40,1,P,-2,1,24034,26621,2587,2587,2,332,465
40,1,P,-2,2,24034,27615,3581,736,4,452,360
40,1,P,-2,3,24034,30961,6927,3088,8,467,90
40,1,P,-3,1,37920,40609,2689,2689,6,827,210
40,1,P,-3,2,37920,41952,4032,1085,7,287,180
40,1,P,-3,3,37920,43062,5142,851,9,647,120
40,1,T,1,1,49878,54386,4508,4508,8,467,90
40,1,T,1,2,49878,55495,5617,851,5,662,300
40,1,T,2,1,61819,64584,2765,2765,6,827,210
40,1,T,2,2,61819,65841,4022,999,4,452,360
40,1,T,3,1,72624,74568,1944,1944,4,452,360
40,1,T,3,2,72624,75965,3341,1139,7,287,180
40,1,T,3,3,72624,77308,4684,1085,2,332,465
40,1,T,4,1,84108,86411,2303,2303,8,467,90
40,1,T,4,2,84108,87603,3495,934,1,632,495
40,1,T,4,3,84108,88717,4609,856,5,662,300
40,1,T,5,1,96512,98783,2271,2271,3,782,390
40,1,T,5,2,96512,99925,3413,883,4,452,360
40,1,T,5,3,96512,101002,4490,820,1,632,495
40,1,T,5,4,96512,101986,5474,726,7,287,180
40,1,T,6,1,109750,111536,1786,1786,6,827,210
40,1,T,6,2,109750,113434,3684,1639,1,632,495
40,1,T,6,3,109750,114402,4652,709,5,662,300
40,1,T,6,4,109750,115245,5495,584,8,467,90
40,1,T,7,1,124149,126238,2089,2089,5,662,300
40,1,T,7,2,124149,127163,3014,667,2,332,465
40,1,T,7,3,124149,128064,3915,644,1,632,495
40,1,T,7,4,124149,132419,8270,4098,8,467,90
40,1,T,7,5,124149,133550,9401,873,6,827,210
40,1,T,8,1,142878,146006,3128,3128,4,452,360
40,1,T,8,2,142878,147019,4141,756,2,332,465
40,1,T,8,3,142878,147984,5106,707,7,287,180
40,1,T,8,4,142878,153349,10471,5106,6,827,210
40,1,T,8,5,142878,154367,11489,760,1,632,495
40,1,T,9,1,164295,168208,3913,3913,9,647,120
40,1,T,9,2,164295,169298,5003,832,3,782,390
40,1,T,9,3,164295,170235,5940,679,2,332,465
40,1,T,9,4,164295,173346,9051,2853,7,287,180
40,1,T,9,5,164295,174090,9795,486,8,467,90
40,1,T,10,1,184120,185963,1843,1843,3,782,390
40,1,T,10,2,184120,186985,2865,763,7,287,180
40,1,T,10,3,184120,190325,6205,3081,8,467,90
40,1,T,10,4,184120,191314,7194,731,2,332,465
40,1,T,10,5,184120,193026,8906,1454,4,452,360
40,1,T,10,6,184120,195120,11000,1835,9,647,120
