subnum,direction,type,trialnum,trialstart,length,stim,resp,numcorr,nummiss,allcorr,time
40,1,P,-1,11633,3,135,135,3,0,1,6828
40,1,P,-2,24034,3,248,248,3,0,1,8339
40,1,P,-3,37920,3,679,679,3,0,1,6533
40,1,T,1,49878,2,85,85,2,0,1,7393
40,1,T,2,61819,2,64,64,2,0,1,5251
40,1,T,3,72624,3,472,472,3,0,1,5929
40,1,T,4,84108,3,815,815,3,0,1,5843
40,1,T,5,96512,4,3417,3417,4,0,1,6678
40,1,T,6,109750,4,6158,6158,4,0,1,6835
40,1,T,7,124149,5,52186,52186,5,0,1,11165
40,1,T,8,142878,5,42731,42761,4,1,0,12847
40,1,T,9,164295,6,392487,93278,2,4,0,11255
40,1,T,10,184120,6,378294,378249,4,2,0,12374
