subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
60,1,P,-1,1,11949,15156,3207,3207,5,662,300
60,1,P,-1,2,11949,16704,4755,1290,7,287,180
60,1,P,-1,3,11949,17935,5986,972,1,632,495
60,1,P,-2,1,25283,27520,2237,2237,2,332,465
60,1,P,-2,2,25283,28716,3433,937,4,452,360
60,1,P,-2,3,25283,29864,4581,889,8,467,90
60,1,P,-3,1,36520,39977,3457,3457,6,827,210
60,1,P,-3,2,36520,41164,4644,929,7,287,180
60,1,P,-3,3,36520,42215,5695,793,9,647,120
60,1,T,1,1,49105,51514,2409,2409,8,467,90
60,1,T,1,2,49105,52640,3535,868,5,662,300
60,1,T,2,1,58951,61134,2183,2183,6,827,210
60,1,T,2,2,58951,62247,3296,854,4,452,360
60,1,T,3,1,68763,70373,1610,1610,4,452,360
60,1,T,3,2,68763,71401,2638,769,7,287,180
60,1,T,3,3,68763,72315,3552,655,2,332,465
60,1,T,4,1,80022,82077,2055,2055,8,467,90
60,1,T,4,2,80022,83160,3138,824,1,632,495
60,1,T,4,3,80022,83997,3975,579,5,662,300
60,1,T,5,1,91878,93696,1818,1818,3,782,390
60,1,T,5,2,91878,94817,2939,863,1,632,495
60,1,T,5,3,91878,96428,4550,1353,7,287,180
60,1,T,5,4,91878,97172,5294,485,4,452,360
60,1,T,6,1,104777,106786,2009,2009,6,827,210
60,1,T,6,2,104777,107870,3093,826,1,632,495
60,1,T,6,3,104777,108849,4072,720,5,662,300
60,1,T,6,4,104777,109643,4866,535,8,467,90
60,1,T,7,1,118182,120202,2020,2020,5,662,300
60,1,T,7,2,118182,121226,3044,766,2,332,465
60,1,T,7,3,118182,122182,4000,697,1,632,495
60,1,T,7,4,118182,123029,4847,588,8,467,90
60,1,T,7,5,118182,123540,5358,253,6,827,210
60,1,T,8,1,132053,134803,2750,2750,4,452,360
60,1,T,8,2,132053,136698,4645,1635,2,332,465
60,1,T,8,3,132053,137516,5463,560,7,287,180
60,1,T,8,4,132053,138358,6305,583,3,782,390
60,1,T,9,1,148432,150710,2278,2278,3,782,390
60,1,T,9,2,148432,151687,3255,719,4,452,360
60,1,T,9,3,148432,152545,4113,600,2,332,465
60,1,T,9,4,148432,153425,4993,621,9,647,120
60,1,T,9,5,148432,154175,5743,492,8,467,90
60,1,T,9,6,148432,154583,6151,151,7,287,180
60,1,T,10,1,165195,167321,2126,2125,3,782,390
60,1,T,10,2,165195,168424,3229,844,7,287,180
60,1,T,10,3,165195,169744,4549,1062,9,647,120
60,1,T,10,4,165195,170496,5301,493,2,332,465
