subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
101,1,P,-1,1,11543,14248,2705,2705,5,662,300
101,1,P,-1,2,11543,27432,15889,12927,3,782,390
101,1,P,-1,3,11543,30972,19429,3281,1,632,495
101,1,P,-2,1,37832,39472,1640,1640,2,332,465
101,1,P,-2,2,37832,40532,2700,801,4,452,360
101,1,P,-2,3,37832,41668,3836,878,8,467,90
101,1,P,-3,1,49340,50773,1433,1433,6,827,210
101,1,P,-3,2,49340,52513,3173,1481,7,287,180
101,1,P,-3,3,49340,53862,4522,1090,9,647,120
101,1,T,1,1,62390,64518,2128,2128,8,467,90
101,1,T,1,2,62390,65615,3225,838,5,662,300
101,1,T,2,1,72276,73875,1599,1599,6,827,210
101,1,T,2,2,72276,75006,2730,872,4,452,360
101,1,T,3,1,82610,84299,1689,1689,4,452,360
101,1,T,3,2,82610,85442,2832,885,7,287,180
101,1,T,3,3,82610,86493,3883,793,2,332,465
101,1,T,4,1,94034,94978,944,944,8,467,90
101,1,T,4,2,94034,96069,2035,833,1,632,495
101,1,T,4,3,94034,97085,3051,758,5,662,300
101,1,T,5,1,104923,106104,1181,1181,3,782,390
101,1,T,5,2,104923,107243,2320,881,1,632,495
101,1,T,5,3,104923,108290,3367,789,4,452,360
101,1,T,5,4,104923,109402,4479,854,7,287,180
101,1,T,6,1,117568,118636,1068,1068,6,827,210
101,1,T,6,2,117568,119861,2293,967,5,662,300
101,1,T,6,3,117568,120904,3336,785,1,632,495
101,1,T,6,4,117568,122195,4627,1032,8,467,90
