subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
43,1,P,-1,1,10285,19405,9120,9120,3,782,390
43,1,P,-1,2,10285,21911,11626,2247,5,662,300
43,1,P,-1,3,10285,25029,14744,2860,1,632,495
43,1,P,-2,1,32457,36160,3703,3703,2,332,465
43,1,P,-2,2,32457,37975,5518,1557,4,452,360
43,1,P,-2,3,32457,44075,11618,5844,8,467,90
43,1,T,1,1,68242,71049,2807,2807,8,467,90
43,1,T,1,2,68242,72783,4541,1476,5,662,300
43,1,T,2,1,79513,83183,3670,3670,6,827,210
43,1,T,2,2,79513,85261,5748,1820,4,452,360
43,1,T,3,1,92423,95151,2728,2728,4,452,360
43,1,T,3,2,92423,97016,4593,1606,7,287,180
43,1,T,3,3,92423,98491,6068,1216,2,332,465
43,1,T,4,1,105442,108006,2564,2564,8,467,90
43,1,T,4,2,105442,109725,4283,1461,1,632,495
43,1,T,4,3,105442,111389,5947,1406,5,662,300
43,1,T,5,1,119387,122175,2788,2788,3,782,390
43,1,T,5,2,119387,123738,4351,1305,4,452,360
43,1,T,5,3,119387,125288,5901,1292,1,632,495
43,1,T,5,4,119387,126737,7350,1190,7,287,180
43,1,T,6,1,134863,138032,3169,3169,6,827,210
43,1,T,6,2,134863,139700,4837,1409,1,632,495
43,1,T,6,3,134863,141261,6398,1303,5,662,300
43,1,T,6,4,134863,142900,8037,1381,8,467,90
43,1,T,7,1,152153,154858,2705,2705,2,332,465
43,1,T,7,2,152153,156694,4541,1577,1,632,495
43,1,T,7,3,152153,160562,8409,3610,8,467,90
43,1,T,7,4,152153,162647,10494,1827,6,827,210
43,1,T,8,1,171883,175400,3517,3517,4,452,360
43,1,T,8,2,171883,177143,5260,1485,2,332,465
43,1,T,8,3,171883,179518,7635,2117,7,287,180
43,1,T,8,4,171883,182667,10784,2890,3,782,390
43,1,T,8,5,171883,184074,12191,1148,1,632,495
43,1,T,9,1,193938,197357,3419,3419,3,782,390
43,1,T,9,2,193938,199471,5533,1856,9,647,120
43,1,T,9,3,193938,201335,7397,1606,4,452,360
43,1,T,9,4,193938,203655,9717,2061,2,332,465
43,1,T,9,5,193938,206376,12438,2464,8,467,90
43,1,T,9,6,193938,207930,13992,1296,7,287,180
43,1,T,10,1,217858,220506,2648,2648,3,782,390
43,1,T,10,2,217858,223069,5211,2305,7,287,180
43,1,T,10,3,217858,225338,7480,2011,8,467,90
43,1,T,10,4,217858,227265,9407,1669,2,332,465
43,1,T,10,5,217858,229435,11577,1913,9,647,120
