subnum,direction,type,trialnum,trialstart,length,stim,resp,numcorr,nummiss,allcorr,time
41,1,P,-1,11771,3,135,135,3,0,1,8465
41,1,P,-2,25784,3,248,248,3,0,1,4819
41,1,P,-3,36152,3,679,679,3,0,1,5063
41,1,T,1,47317,2,85,85,2,0,1,4438
41,1,T,2,56302,2,64,64,2,0,1,4199
41,1,T,3,66056,3,472,472,3,0,1,5105
41,1,T,4,76718,3,815,815,3,0,1,4670
41,1,T,5,87946,4,3417,3417,4,0,1,5249
41,1,T,6,99752,4,6158,6158,4,0,1,5500
41,1,T,7,112810,5,52186,52186,5,0,1,6154
41,1,T,8,126528,5,42731,4273,4,1,0,5570
41,1,T,9,140668,6,392487,394287,4,2,0,7268
41,1,T,10,156508,6,378294,3827,1,5,0,7145
