subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
41,1,P,-1,1,11771,14608,2837,2837,1,632,495
41,1,P,-1,2,11771,17426,5655,2560,3,782,390
41,1,P,-1,3,11771,18268,6497,584,5,662,300
41,1,P,-2,1,25784,27775,1991,1991,2,332,465
41,1,P,-2,2,25784,28644,2860,611,4,452,360
41,1,P,-2,3,25784,29422,3638,521,8,467,90
41,1,P,-3,1,36152,38056,1904,1904,6,827,210
41,1,P,-3,2,36152,38985,2833,671,7,287,180
41,1,P,-3,3,36152,39891,3739,648,9,647,120
41,1,T,1,1,47317,49738,2421,2421,8,467,90
41,1,T,1,2,47317,50669,3352,673,5,662,300
41,1,T,2,1,56302,58376,2074,2074,6,827,210
41,1,T,2,2,56302,59383,3081,749,4,452,360
41,1,T,3,1,66056,68367,2311,2311,4,452,360
41,1,T,3,2,66056,69208,3152,582,7,287,180
41,1,T,3,3,66056,69982,3926,515,2,332,465
41,1,T,4,1,76718,78554,1836,1836,8,467,90
41,1,T,4,2,76718,79439,2721,627,1,632,495
41,1,T,4,3,76718,80262,3544,565,5,662,300
41,1,T,5,1,87946,89610,1664,1664,3,782,390
41,1,T,5,2,87946,90499,2553,631,4,452,360
41,1,T,5,3,87946,91248,3302,492,1,632,495
41,1,T,5,4,87946,92062,4116,556,7,287,180
41,1,T,6,1,99752,101664,1912,1912,6,827,210
41,1,T,6,2,99752,102494,2742,572,1,632,495
41,1,T,6,3,99752,103394,3642,641,5,662,300
41,1,T,6,4,99752,104147,4395,495,8,467,90
41,1,T,7,1,112810,114459,1649,1649,5,662,300
41,1,T,7,2,112810,115279,2469,562,2,332,465
41,1,T,7,3,112810,116132,3322,595,1,632,495
41,1,T,7,4,112810,117005,4195,614,8,467,90
41,1,T,7,5,112810,117816,5006,553,6,827,210
41,1,T,8,1,126528,128153,1625,1625,4,452,360
41,1,T,8,2,126528,128922,2394,510,2,332,465
41,1,T,8,3,126528,129767,3239,587,7,287,180
41,1,T,8,4,126528,130611,4083,585,3,782,390
41,1,T,9,1,140668,142471,1803,1803,3,782,390
41,1,T,9,2,140668,143345,2677,616,9,647,120
41,1,T,9,3,140668,144178,3510,574,4,452,360
41,1,T,9,4,140668,145082,4414,645,2,332,465
41,1,T,9,5,140668,146027,5359,687,8,467,90
41,1,T,9,6,140668,146744,6076,458,7,287,180
41,1,T,10,1,156508,158151,1643,1643,3,782,390
41,1,T,10,2,156508,158841,2333,431,8,467,90
41,1,T,10,3,156508,159804,3296,704,2,332,465
41,1,T,10,4,156508,160684,4176,622,7,287,180
