subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
70,1,P,-1,1,12357,18692,6335,6335,5,662,300
70,1,P,-2,1,36151,39217,3066,3066,2,332,465
70,1,P,-2,2,36151,40456,4305,980,4,452,360
70,1,P,-2,3,36151,41519,5368,805,8,467,90
70,1,P,-3,1,51919,58894,6975,6975,9,647,120
70,1,P,-3,2,51919,59917,7998,764,7,287,180
70,1,T,1,1,81218,84048,2830,2830,8,467,90
70,1,T,1,2,81218,85294,4076,987,5,662,300
70,1,T,2,1,91368,94485,3117,3117,6,827,210
70,1,T,2,2,91368,95751,4383,1006,4,452,360
70,1,T,3,1,102638,105753,3115,3115,4,452,360
70,1,T,3,2,102638,107214,4576,1203,7,287,180
70,1,T,3,3,102638,108311,5673,839,2,332,465
70,1,T,4,1,115300,118043,2743,2743,8,467,90
70,1,T,4,2,115300,119093,3793,791,5,662,300
70,1,T,4,3,115300,120052,4752,700,1,632,495
70,1,T,5,1,127934,131616,3682,3682,5,662,300
70,1,T,5,2,127934,132824,4890,950,3,782,390
70,1,T,5,3,127934,134210,6276,1127,4,452,360
70,1,T,5,4,127934,134948,7014,481,7,287,180
70,1,T,6,1,143197,146209,3012,3012,6,827,210
70,1,T,6,2,143197,147306,4109,838,5,662,300
70,1,T,6,3,143197,148167,4970,602,1,632,495
70,1,T,6,4,143197,149109,5912,683,8,467,90
