subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
115,1,P,-1,1,11202,36026,24824,24824,1,632,495
115,1,P,-1,2,11202,36836,25634,552,3,782,390
115,1,P,-1,3,11202,37580,26378,485,5,662,300
115,1,P,-2,1,44504,67099,22595,22595,2,332,465
115,1,P,-2,2,44504,67497,22993,140,4,452,360
115,1,P,-2,3,44504,67909,23405,155,8,467,90
115,1,P,-3,1,74179,82418,8239,8239,6,827,210
115,1,P,-3,2,74179,83158,8979,481,9,647,120
115,1,P,-3,3,74179,83915,9736,498,7,287,180
115,1,T,1,1,91210,99773,8563,8563,8,467,90
115,1,T,1,2,91210,101032,9822,1000,5,662,300
115,1,T,2,1,107024,112639,5615,5615,6,827,210
115,1,T,2,2,107024,113337,6313,440,4,452,360
115,1,T,3,1,123241,134067,10826,10826,7,287,180
115,1,T,3,2,123241,134627,11386,303,2,332,465
115,1,T,3,3,123241,135170,11929,285,4,452,360
115,1,T,3,4,123241,135804,12563,376,6,827,210
115,1,T,4,1,142348,153527,11179,11179,8,467,90
115,1,T,4,2,142348,154139,11791,354,5,662,300
115,1,T,4,3,142348,154746,12398,349,1,632,495
