subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
66,1,P,-1,1,12127,14635,2508,2508,1,632,495
66,1,P,-1,2,12127,16065,3938,1172,3,782,390
66,1,P,-1,3,12127,17386,5259,1062,5,662,300
66,1,P,-2,1,24128,25847,1719,1719,2,332,465
66,1,P,-2,2,24128,27140,3012,1035,4,452,360
66,1,P,-2,3,24128,28238,4110,840,8,467,90
66,1,P,-3,1,35112,37438,2326,2326,6,827,210
66,1,P,-3,2,35112,38838,3726,1142,7,287,180
66,1,P,-3,3,35112,40117,5005,1020,9,647,120
66,1,T,1,1,49342,51494,2152,2151,8,467,90
66,1,T,1,2,49342,52800,3458,1047,5,662,300
66,1,T,2,1,58422,60567,2145,2145,6,827,210
66,1,T,2,2,58422,61929,3507,1103,4,452,360
66,1,T,3,1,68531,70565,2034,2034,4,452,360
66,1,T,3,2,68531,71758,3227,934,7,287,180
66,1,T,3,3,68531,72978,4447,961,2,332,465
66,1,T,4,1,79559,81892,2333,2333,8,467,90
66,1,T,4,2,79559,83082,3523,931,1,632,495
66,1,T,4,3,79559,84302,4743,962,5,662,300
66,1,T,5,1,92001,93981,1980,1980,3,782,390
66,1,T,5,2,92001,95145,3144,906,4,452,360
66,1,T,5,3,92001,96286,4285,883,1,632,495
66,1,T,5,4,92001,97318,5317,774,7,287,180
66,1,T,6,1,105089,106854,1765,1765,6,827,210
66,1,T,6,2,105089,107996,2907,884,1,632,495
66,1,T,6,3,105089,109117,4028,863,5,662,300
66,1,T,6,4,105089,109971,4882,596,8,467,90
66,1,T,7,1,118790,120569,1779,1779,5,662,300
66,1,T,7,2,118790,121644,2854,816,2,332,465
66,1,T,7,3,118790,122649,3859,746,1,632,495
66,1,T,7,4,118790,123747,4957,840,8,467,90
66,1,T,7,5,118790,124809,6019,803,6,827,210
66,1,T,8,1,133692,135723,2031,2031,4,452,360
66,1,T,8,2,133692,136884,3192,903,2,332,465
66,1,T,8,3,133692,138047,4355,905,7,287,180
66,1,T,8,4,133692,139451,5759,1146,1,632,495
66,1,T,9,1,152757,154621,1864,1864,3,782,390
66,1,T,9,2,152757,155830,3073,951,9,647,120
66,1,T,9,3,152757,157239,4482,1152,4,452,360
66,1,T,9,4,152757,158671,5914,1174,2,332,465
66,1,T,9,5,152757,162291,9534,3361,8,467,90
66,1,T,9,6,152757,163204,10447,654,7,287,180
66,1,T,10,1,174860,177066,2206,2206,3,782,390
66,1,T,10,2,174860,178591,3731,1266,7,287,180
66,1,T,10,3,174860,183478,8618,4629,9,647,120
66,1,T,10,4,174860,185271,10411,1535,4,452,360
66,1,T,10,5,174860,185900,11040,370,2,332,465
