subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
110,1,P,-1,1,8484,23442,14958,14958,1,632,495
110,1,P,-1,2,8484,23736,15252,35,3,782,390
110,1,P,-1,3,8484,24128,15644,134,5,662,300
110,1,P,-2,1,32079,34520,2441,2441,2,332,465
110,1,P,-2,2,32079,34846,2767,67,4,452,360
110,1,P,-2,3,32079,35261,3182,157,8,467,90
110,1,P,-3,1,41621,66571,24950,24950,6,827,210
110,1,P,-3,2,41621,66948,25327,120,9,647,120
110,1,P,-3,3,41621,68678,27057,1472,7,287,180
110,1,T,1,1,75269,78192,2923,2923,8,467,90
110,1,T,1,2,75269,78827,3558,378,5,662,300
110,1,T,2,1,83946,86381,2435,2435,6,827,210
110,1,T,2,2,83946,86900,2954,262,4,452,360
110,1,T,3,1,95497,100166,4669,4669,4,452,360
110,1,T,3,2,95497,100652,5155,229,7,287,180
110,1,T,3,3,95497,101176,5679,266,2,332,465
110,1,T,4,1,108486,111752,3266,3266,8,467,90
110,1,T,4,2,108486,112557,4071,547,1,632,495
110,1,T,4,3,108486,113051,4565,235,5,662,300
110,1,T,5,1,120370,124391,4021,4021,3,782,390
110,1,T,5,2,120370,124879,4509,229,1,632,495
110,1,T,5,3,120370,125423,5053,286,4,452,360
110,1,T,5,4,120370,126140,5770,459,7,287,180
110,1,T,6,1,134404,139114,4710,4710,6,827,210
110,1,T,6,2,134404,139685,5281,315,1,632,495
110,1,T,6,3,134404,140194,5790,251,5,662,300
110,1,T,6,4,134404,140811,6407,358,8,467,90
110,1,T,7,1,149091,153287,4196,4196,5,662,300
110,1,T,7,2,149091,153799,4708,255,1,632,495
110,1,T,7,3,149091,155394,6303,1337,2,332,465
110,1,T,7,4,149091,156045,6954,392,8,467,90
110,1,T,7,5,149091,156707,7616,403,6,827,210
110,1,T,8,1,165575,174120,8545,8545,2,332,465
110,1,T,8,2,165575,174529,8954,151,4,452,360
110,1,T,8,3,165575,175115,9540,328,7,287,180
110,1,T,8,4,165575,176381,10806,1010,8,467,90
110,1,T,8,5,165575,176896,11321,257,5,662,300
