subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
97,1,P,-1,1,9641,21046,11405,11405,1,632,495
97,1,P,-1,2,9641,21555,11914,253,3,782,390
97,1,P,-1,3,9641,22122,12481,310,5,662,300
97,1,P,-2,1,32252,43874,11622,11622,2,332,465
97,1,P,-2,2,32252,44461,12209,329,4,452,360
97,1,P,-2,3,32252,45262,13010,544,8,467,90
97,1,P,-3,1,60314,64440,4126,4126,6,827,210
97,1,P,-3,2,60314,65272,4958,574,7,287,180
97,1,P,-3,3,60314,65948,5634,420,9,647,120
97,1,T,1,1,72422,76045,3623,3623,8,467,90
97,1,T,1,2,72422,76534,4112,231,5,662,300
97,1,T,2,1,82669,85456,2787,2787,6,827,210
97,1,T,2,2,82669,85949,3280,235,4,452,360
97,1,T,3,1,92146,95503,3357,3357,4,452,360
97,1,T,3,2,92146,95993,3847,232,7,287,180
97,1,T,3,3,92146,96512,4366,261,2,332,465
97,1,T,4,1,102595,106442,3847,3847,8,467,90
97,1,T,4,2,102595,107245,4650,547,5,662,300
97,1,T,4,3,102595,108144,5549,640,1,632,495
97,1,T,5,1,115530,121005,5475,5475,3,782,390
97,1,T,5,2,115530,121534,6004,272,4,452,360
97,1,T,5,3,115530,122034,6504,244,1,632,495
97,1,T,5,4,115530,122587,7057,296,7,287,180
97,1,T,6,1,130973,134807,3834,3834,6,827,210
97,1,T,6,2,130973,135951,4978,889,1,632,495
97,1,T,6,3,130973,136659,5686,452,5,662,300
97,1,T,6,4,130973,137445,6472,530,8,467,90
97,1,T,7,1,145974,149474,3500,3500,5,662,300
97,1,T,7,2,145974,153926,7952,4195,2,332,465
97,1,T,7,3,145974,155467,9493,1283,8,467,90
97,1,T,7,4,145974,161954,15980,6231,6,827,210
97,1,T,8,1,172075,178543,6468,6468,4,452,360
97,1,T,8,2,172075,178893,6818,92,2,332,465
97,1,T,8,3,172075,179467,7392,316,7,287,180
97,1,T,8,4,172075,180089,8014,364,3,782,390
97,1,T,8,5,172075,184280,12205,3935,1,632,495
97,1,T,9,1,193386,199130,5744,5744,3,782,390
97,1,T,9,2,193386,199706,6320,319,9,647,120
97,1,T,9,3,193386,213989,20603,14024,4,452,360
97,1,T,9,4,193386,214693,21307,446,2,332,465
97,1,T,9,5,193386,219375,25989,4423,7,287,180
97,1,T,10,1,228838,233703,4865,4864,3,782,390
97,1,T,10,2,228838,234304,5466,347,7,287,180
97,1,T,10,3,228838,234786,5948,224,8,467,90
97,1,T,10,4,228838,235257,6419,214,9,647,120
97,1,T,10,5,228838,235827,6989,314,2,332,465
