subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
72,1,P,-1,1,11691,14089,2398,2397,1,632,495
72,1,P,-1,2,11691,14624,2933,277,3,782,390
72,1,P,-1,3,11691,15636,3945,754,5,662,300
72,1,P,-2,1,22053,24959,2906,2906,2,332,465
72,1,P,-2,2,22053,25332,3279,114,4,452,360
72,1,P,-2,3,22053,26671,4618,1081,8,467,90
72,1,P,-3,1,33651,36185,2534,2533,6,827,210
72,1,P,-3,2,33651,37630,3979,1187,7,287,180
72,1,P,-3,3,33651,38630,4979,741,9,647,120
72,1,T,1,1,47386,50103,2717,2717,8,467,90
72,1,T,1,2,47386,51419,4033,1057,5,662,300
72,1,T,2,1,57155,59580,2425,2425,6,827,210
72,1,T,2,2,57155,60973,3818,1134,4,452,360
72,1,T,3,1,67667,69933,2266,2266,4,452,360
72,1,T,3,2,67667,71250,3583,1060,7,287,180
72,1,T,3,3,67667,72766,5099,1258,2,332,465
72,1,T,4,1,79436,81356,1920,1920,8,467,90
72,1,T,4,2,79436,82733,3297,1119,1,632,495
72,1,T,4,3,79436,84142,4706,1151,5,662,300
72,1,T,5,1,92473,94312,1839,1839,3,782,390
72,1,T,5,2,92473,95699,3226,1128,4,452,360
72,1,T,5,3,92473,97272,4799,1314,1,632,495
72,1,T,5,4,92473,98789,6316,1259,7,287,180
72,1,T,6,1,106752,108938,2186,2186,6,827,210
72,1,T,6,2,106752,110418,3666,1222,1,632,495
72,1,T,6,3,106752,111978,5226,1302,5,662,300
72,1,T,6,4,106752,113452,6700,1215,8,467,90
72,1,T,7,1,122933,131347,8414,8414,6,827,210
72,1,T,7,2,122933,132966,10033,1361,5,662,300
72,1,T,7,3,122933,134600,11667,1376,2,332,465
72,1,T,7,4,122933,136322,13389,1465,8,467,90
72,1,T,7,5,122933,137908,14975,1328,6,827,210
72,1,T,8,1,146813,149745,2932,2932,4,452,360
72,1,T,8,2,146813,151110,4297,1107,2,332,465
72,1,T,8,3,146813,152380,5567,1012,7,287,180
72,1,T,8,4,146813,159907,13094,7269,3,782,390
72,1,T,8,5,146813,161238,14425,1072,1,632,495
72,1,T,9,1,171059,180589,9530,9529,3,782,390
72,1,T,9,2,171059,186565,15506,5717,5,662,300
72,1,T,9,3,171059,187986,16927,1163,4,452,360
72,1,T,9,4,171059,189643,18584,1399,2,332,465
72,1,T,9,5,171059,192569,21510,2668,8,467,90
72,1,T,9,6,171059,205308,34249,12481,3,782,390
72,1,T,10,1,215328,218401,3073,3073,3,782,390
72,1,T,10,2,215328,220884,5556,2224,7,287,180
72,1,T,10,3,215328,224803,9475,3661,9,647,120
72,1,T,10,4,215328,231381,16053,6320,2,332,465
72,1,T,10,5,215328,241792,26464,10153,9,647,120
