subnum,direction,type,trialnum,trialstart,length,stim,resp,numcorr,nummiss,allcorr,time
46,1,P,-1,9899,3,135,15,1,2,0,28465
46,1,P,-2,43915,3,248,248,3,0,1,22011
46,1,P,-3,71475,3,679,679,3,0,1,8260
46,1,T,1,84931,2,85,85,2,0,1,10361
46,1,T,2,99838,2,64,64,2,0,1,5623
46,1,T,3,111013,3,472,472,3,0,1,5143
46,1,T,4,121710,3,815,815,3,0,1,7647
46,1,T,5,135913,4,3417,3417,4,0,1,5513
46,1,T,6,147984,4,6158,6158,4,0,1,5843
46,1,T,7,161391,5,52186,5218,4,1,0,6609
46,1,T,8,175563,5,42731,42751,4,1,0,15354
