subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
120,1,P,-1,1,11091,13685,2594,2594,1,632,495
120,1,P,-1,2,11091,14319,3228,379,3,782,390
120,1,P,-1,3,11091,15058,3967,480,5,662,300
120,1,P,-2,1,21511,25363,3852,3852,2,332,465
120,1,P,-2,2,21511,26032,4521,410,4,452,360
120,1,P,-2,3,21511,26768,5257,478,8,467,90
120,1,P,-3,1,33099,35907,2808,2808,6,827,210
120,1,P,-3,2,33099,37141,4042,975,7,287,180
120,1,P,-3,3,33099,38121,5022,721,9,647,120
120,1,T,1,1,45203,48674,3471,3471,8,467,90
120,1,T,1,2,45203,49839,4636,908,5,662,300
120,1,T,2,1,55519,58436,2917,2917,6,827,210
120,1,T,2,2,55519,59635,4116,940,4,452,360
120,1,T,3,1,66017,68644,2627,2627,4,452,360
120,1,T,3,2,66017,69711,3694,808,7,287,180
120,1,T,3,3,66017,70932,4915,963,2,332,465
120,1,T,4,1,78291,80786,2495,2495,8,467,90
120,1,T,4,2,78291,82133,3842,1090,1,632,495
120,1,T,4,3,78291,83106,4815,716,5,662,300
120,1,T,5,1,91480,94332,2852,2852,3,782,390
120,1,T,5,2,91480,95795,4315,1205,4,452,360
120,1,T,5,3,91480,97051,5571,998,1,632,495
120,1,T,5,4,91480,98205,6725,895,7,287,180
120,1,T,6,1,106475,108719,2244,2244,6,827,210
120,1,T,6,2,106475,110263,3788,1285,1,632,495
120,1,T,6,3,106475,111598,5123,1076,5,662,300
120,1,T,6,4,106475,112942,6467,1086,8,467,90
120,1,T,7,1,121368,124624,3256,3256,5,662,300
120,1,T,7,2,121368,126893,5525,2011,1,632,495
120,1,T,7,3,121368,128523,7155,1372,2,332,465
120,1,T,7,4,121368,129990,8622,1209,8,467,90
120,1,T,7,5,121368,131430,10062,1182,6,827,210
120,1,T,8,1,140007,143058,3051,3051,7,287,180
120,1,T,8,2,140007,146471,6464,3155,2,332,465
120,1,T,8,3,140007,148048,8041,1319,4,452,360
120,1,T,8,4,140007,150462,10455,2156,6,827,210
