subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
99,1,P,-1,1,10310,20528,10218,10218,1,632,495
99,1,P,-1,2,10310,20973,10663,187,3,782,390
99,1,P,-1,3,10310,21509,11199,279,5,662,300
99,1,P,-2,1,27937,32079,4142,4142,2,332,465
99,1,P,-2,2,27937,32570,4633,235,4,452,360
99,1,P,-2,3,27937,33229,5292,401,8,467,90
99,1,P,-3,1,39750,44951,5201,5201,2,332,465
99,1,P,-3,2,39750,45447,5697,239,7,287,180
99,1,P,-3,3,39750,46651,6901,947,9,647,120
99,1,T,1,1,53592,67400,13808,13808,4,452,360
99,1,T,1,2,53592,68126,14534,470,7,287,180
