subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
57,1,P,-1,1,13058,19921,6863,6863,1,632,495
57,1,P,-1,2,13058,21262,8204,1083,3,782,390
57,1,P,-1,3,13058,22520,9462,1000,5,662,300
57,1,P,-2,1,29190,32649,3459,3459,2,332,465
57,1,P,-2,2,29190,34573,5383,1666,4,452,360
57,1,P,-2,3,29190,35840,6650,1009,8,467,90
57,1,P,-3,1,42403,44991,2588,2588,6,827,210
57,1,P,-3,2,42403,46452,4049,1203,7,287,180
57,1,P,-3,3,42403,47746,5343,1036,9,647,120
57,1,T,1,1,54341,58657,4316,4316,8,467,90
57,1,T,1,2,54341,61093,6752,2178,5,662,300
57,1,T,2,1,66534,69227,2693,2693,6,827,210
57,1,T,2,2,66534,71532,4998,2047,4,452,360
57,1,T,3,1,79110,82128,3018,3018,4,452,360
57,1,T,3,2,79110,84103,4993,1717,7,287,180
57,1,T,3,3,79110,85508,6398,1146,2,332,465
57,1,T,4,1,92061,95312,3251,3251,8,467,90
57,1,T,4,2,92061,97515,5454,1944,1,632,495
57,1,T,4,3,92061,98946,6885,1173,5,662,300
57,1,T,5,1,106340,109258,2918,2918,3,782,390
57,1,T,5,2,106340,111364,5024,1847,4,452,360
57,1,T,5,3,106340,113075,6735,1452,1,632,495
57,1,T,5,4,106340,114993,8653,1660,7,287,180
57,1,T,6,1,122506,126026,3520,3520,6,827,210
57,1,T,6,2,122506,128972,6466,2687,1,632,495
57,1,T,6,3,122506,131167,8661,1937,5,662,300
57,1,T,6,4,122506,132989,10483,1564,8,467,90
57,1,T,7,1,141630,145044,3414,3414,5,662,300
57,1,T,7,2,141630,146812,5182,1510,2,332,465
57,1,T,7,3,141630,148163,6533,1093,1,632,495
57,1,T,7,4,141630,149361,7731,939,8,467,90
57,1,T,7,5,141630,150532,8902,913,6,827,210
57,1,T,8,1,159120,161795,2675,2675,4,452,360
57,1,T,8,2,159120,163245,4125,1193,2,332,465
57,1,T,8,3,159120,164637,5517,1134,7,287,180
57,1,T,8,4,159120,166186,7066,1290,3,782,390
57,1,T,8,5,159120,167441,8321,997,1,632,495
57,1,T,9,1,176967,179340,2373,2373,3,782,390
57,1,T,9,2,176967,180790,3823,1192,9,647,120
57,1,T,9,3,176967,182547,5580,1499,4,452,360
57,1,T,9,4,176967,184301,7334,1496,2,332,465
57,1,T,9,5,176967,186691,9724,2132,8,467,90
57,1,T,9,6,176967,188370,11403,1420,7,287,180
57,1,T,10,1,197986,204857,6871,6871,3,782,390
57,1,T,10,2,197986,212375,14389,7259,8,467,90
57,1,T,10,3,197986,215151,17165,2517,2,332,465
57,1,T,10,4,197986,217038,19052,1630,4,452,360
57,1,T,10,5,197986,218537,20551,1241,7,287,180
57,1,T,10,6,197986,222830,24844,4034,6,827,210
