subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
26,1,P,-1,1,11707,25949,14242,14242,5,662,300
26,1,P,-1,2,11707,35250,23543,9043,7,287,180
26,1,P,-1,3,11707,37681,25974,2173,1,632,495
26,1,P,-2,1,44816,47352,2536,2536,5,662,300
26,1,P,-2,2,44816,49229,4413,1618,7,287,180
26,1,P,-2,3,44816,50669,5853,1182,1,632,495
26,1,P,-3,1,58147,59519,1372,1371,5,662,300
26,1,P,-3,2,58147,60890,2743,1112,7,287,180
26,1,P,-3,3,58147,62054,3907,906,1,632,495
26,1,T,1,1,69593,70570,977,977,5,662,300
26,1,T,1,2,69593,71647,2054,819,7,287,180
26,1,T,1,3,69593,72643,3050,738,1,632,495
26,1,T,2,1,79127,79509,382,382,5,662,300
26,1,T,2,2,79127,80526,1399,758,7,287,180
26,1,T,2,3,79127,81590,2463,805,1,632,495
