subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
126,1,P,-1,1,11377,15876,4499,4499,1,632,495
126,1,P,-1,2,11377,23385,12008,7252,3,782,390
126,1,P,-1,3,11377,26308,14931,2665,5,662,300
126,1,P,-2,1,33963,41328,7365,7365,2,332,465
126,1,P,-2,2,33963,42743,8780,1157,4,452,360
126,1,P,-2,3,33963,44113,10150,1112,8,467,90
126,1,P,-3,1,52062,55523,3461,3460,6,827,210
126,1,P,-3,2,52062,57188,5126,1406,7,287,180
126,1,P,-3,3,52062,58575,6513,1128,9,647,120
126,1,T,1,1,65777,82870,17093,17092,8,467,90
126,1,T,1,2,65777,84173,18396,1045,5,662,300
126,1,T,2,1,90642,93554,2912,2912,6,827,210
126,1,T,2,2,90642,94692,4050,879,4,452,360
126,1,T,3,1,101636,103811,2175,2175,4,452,360
126,1,T,3,2,101636,104844,3208,775,7,287,180
126,1,T,3,3,101636,105899,4263,797,2,332,465
126,1,T,4,1,113080,114819,1739,1739,8,467,90
126,1,T,4,2,113080,116105,3025,1028,1,632,495
126,1,T,4,3,113080,117136,4056,773,5,662,300
126,1,T,5,1,125083,129765,4682,4682,3,782,390
126,1,T,5,2,125083,130863,5780,840,4,452,360
126,1,T,5,3,125083,131867,6784,745,1,632,495
126,1,T,5,4,125083,132778,7695,653,7,287,180
126,1,T,6,1,141096,142436,1340,1340,6,827,210
126,1,T,6,2,141096,143542,2446,847,1,632,495
126,1,T,6,3,141096,146189,5093,2389,5,662,300
126,1,T,6,4,141096,149113,8017,2666,8,467,90
126,1,T,7,1,157903,162047,4144,4144,5,662,300
126,1,T,7,2,157903,163193,5290,888,2,332,465
126,1,T,7,3,157903,164507,6604,1056,1,632,495
126,1,T,7,4,157903,165905,8002,1139,8,467,90
126,1,T,7,5,157903,167126,9223,963,6,827,210
126,1,T,8,1,176841,181041,4200,4200,4,452,360
126,1,T,8,2,176841,182447,5606,1149,2,332,465
126,1,T,8,3,176841,183566,6725,860,7,287,180
126,1,T,8,4,176841,184750,7909,926,6,827,210
126,1,T,8,5,176841,185921,9080,913,1,632,495
126,1,T,9,1,197327,199800,2473,2473,9,647,120
126,1,T,9,2,197327,201247,3920,1189,3,782,390
126,1,T,9,3,197327,202259,4932,754,4,452,360
126,1,T,9,4,197327,203216,5889,700,2,332,465
126,1,T,9,5,197327,204276,6949,802,8,467,90
126,1,T,9,6,197327,205054,7727,519,7,287,180
126,1,T,10,1,215435,219996,4561,4561,3,782,390
126,1,T,10,2,215435,221253,5818,999,4,452,360
126,1,T,10,3,215435,222528,7093,1017,7,287,180
126,1,T,10,4,215435,223673,8238,886,2,332,465
126,1,T,10,5,215435,224871,9436,940,9,647,120
126,1,T,10,6,215435,230695,15260,5565,1,632,495
