subnum,direction,type,trialnum,trialstart,length,stim,resp,numcorr,nummiss,allcorr,time
126,1,P,-1,11377,3,135,135,3,0,1,17039
126,1,P,-2,33963,3,248,248,3,0,1,12549
126,1,P,-3,52062,3,679,679,3,0,1,7973
126,1,T,1,65777,2,85,85,2,0,1,20316
126,1,T,2,90642,2,64,64,2,0,1,5443
126,1,T,3,101636,3,472,472,3,0,1,5893
126,1,T,4,113080,3,815,815,3,0,1,5446
126,1,T,5,125083,4,3417,3417,4,0,1,9454
126,1,T,6,141096,4,6158,6158,4,0,1,9247
126,1,T,7,157903,5,52186,52186,5,0,1,11375
126,1,T,8,176841,5,42731,42761,4,1,0,11917
126,1,T,9,197327,6,392487,934287,2,4,0,9539
126,1,T,10,215435,6,378294,347291,3,3,0,17638
