subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
119,1,P,-1,1,11945,15428,3483,3483,1,632,495
119,1,P,-1,2,11945,18742,6797,3056,3,782,390
119,1,P,-1,3,11945,21218,9273,2218,5,662,300
119,1,P,-2,1,28567,32469,3902,3902,2,332,465
119,1,P,-2,2,28567,35020,6453,2292,4,452,360
119,1,P,-2,3,28567,37221,8654,1944,8,467,90
119,1,P,-3,1,44159,46871,2712,2712,6,827,210
119,1,P,-3,2,44159,48751,4592,1622,7,287,180
119,1,P,-3,3,44159,50014,5855,1005,9,647,120
119,1,T,1,1,59225,62341,3116,3116,8,467,90
119,1,T,1,2,59225,63899,4674,1300,5,662,300
119,1,T,2,1,70463,74076,3613,3613,6,827,210
119,1,T,2,2,70463,75296,4833,962,4,452,360
119,1,T,3,1,84190,86787,2597,2597,4,452,360
119,1,T,3,2,84190,88287,4097,1242,7,287,180
119,1,T,3,3,84190,89438,5248,893,2,332,465
119,1,T,4,1,96418,99471,3053,3053,8,467,90
119,1,T,4,2,96418,100877,4459,1149,1,632,495
119,1,T,4,3,96418,101911,5493,775,5,662,300
119,1,T,5,1,109802,112462,2660,2660,3,782,390
119,1,T,5,2,109802,113729,3927,1009,4,452,360
119,1,T,5,3,109802,114797,4995,810,1,632,495
119,1,T,5,4,109802,115864,6062,809,7,287,180
119,1,T,6,1,123716,127914,4198,4198,6,827,210
119,1,T,6,2,123716,129025,5309,853,1,632,495
119,1,T,6,3,123716,130052,6336,768,5,662,300
119,1,T,6,4,123716,131003,7287,692,8,467,90
119,1,T,7,1,140084,143679,3595,3595,2,332,465
119,1,T,7,2,140084,145375,5291,1437,5,662,300
119,1,T,7,3,140084,146376,6292,743,1,632,495
119,1,T,7,4,140084,147518,7434,884,8,467,90
119,1,T,7,5,140084,148622,8538,845,6,827,210
119,1,T,8,1,157703,160393,2690,2690,2,332,465
119,1,T,8,2,157703,161482,3779,831,4,452,360
119,1,T,8,3,157703,162511,4808,771,7,287,180
119,1,T,8,4,157703,163691,5988,922,3,782,390
