subnum,direction,type,trialnum,trialstart,length,stim,resp,numcorr,nummiss,allcorr,time
119,1,P,-1,11945,3,135,135,3,0,1,11055
119,1,P,-2,28567,3,248,248,3,0,1,10043
119,1,P,-3,44159,3,679,679,3,0,1,8061
119,1,T,1,59225,2,85,85,2,0,1,6693
119,1,T,2,70463,2,64,64,2,0,1,8174
119,1,T,3,84190,3,472,472,3,0,1,6673
119,1,T,4,96418,3,815,815,3,0,1,6828
119,1,T,5,109802,4,3417,3417,4,0,1,7355
119,1,T,6,123716,4,6158,6158,4,0,1,8807
119,1,T,7,140084,5,52186,25186,3,2,0,10056
119,1,T,8,157703,5,42731,2473,2,3,0,8162
