subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
103,1,P,-1,1,10304,18874,8570,8570,3,782,390
103,1,P,-1,2,10304,19473,9169,342,5,662,300
103,1,P,-2,1,27945,39425,11480,11480,2,332,465
103,1,P,-2,2,27945,39897,11952,214,4,452,360
103,1,P,-2,3,27945,40547,12602,392,8,467,90
103,1,P,-3,1,46877,53136,6259,6259,2,332,465
103,1,P,-3,2,46877,53909,7032,518,9,647,120
103,1,P,-3,3,46877,54487,7610,319,7,287,180
103,1,T,1,1,61297,65832,4535,4535,8,467,90
103,1,T,1,2,61297,66393,5096,305,5,662,300
103,1,T,2,1,71698,82726,11028,11028,8,467,90
103,1,T,2,2,71698,83247,11549,263,4,452,360
103,1,T,3,1,89371,105671,16300,16300,7,287,180
103,1,T,3,2,89371,106579,17208,650,2,332,465
103,1,T,4,1,113605,132298,18693,18693,8,467,90
103,1,T,4,2,113605,132831,19226,274,1,632,495
103,1,T,4,3,113605,133506,19901,417,9,647,120
