subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
112,1,P,-1,1,9821,12333,2512,2512,1,632,495
112,1,P,-1,2,9821,15357,5536,2765,3,782,390
112,1,P,-1,3,9821,16483,6662,868,5,662,300
112,1,P,-2,1,24095,26090,1995,1995,2,332,465
112,1,P,-2,2,24095,27210,3115,862,4,452,360
112,1,P,-2,3,24095,30576,6481,3107,8,467,90
112,1,P,-3,1,37271,38600,1329,1329,6,827,210
112,1,P,-3,2,37271,39835,2564,977,7,287,180
112,1,P,-3,3,37271,40964,3693,870,9,647,120
112,1,T,1,1,48017,50471,2454,2454,8,467,90
112,1,T,1,2,48017,51593,3576,864,5,662,300
112,1,T,2,1,58715,60547,1832,1832,6,827,210
112,1,T,2,2,58715,61631,2916,827,4,452,360
112,1,T,3,1,68980,70688,1708,1708,4,452,360
112,1,T,3,2,68980,71664,2684,718,7,287,180
112,1,T,3,3,68980,72340,3360,417,2,332,465
112,1,T,4,1,79256,80465,1209,1209,8,467,90
112,1,T,4,2,79256,81602,2346,881,1,632,495
112,1,T,4,3,79256,82436,3180,576,5,662,300
112,1,T,5,1,91234,92858,1624,1624,3,782,390
112,1,T,5,2,91234,98150,6916,5033,4,452,360
112,1,T,5,3,91234,99708,8474,1300,1,632,495
112,1,T,5,4,91234,100683,9449,717,7,287,180
112,1,T,6,1,108918,110082,1164,1164,6,827,210
112,1,T,6,2,108918,116612,7694,6273,5,662,300
112,1,T,6,3,108918,117484,8566,613,1,632,495
112,1,T,6,4,108918,118272,9354,530,8,467,90
112,1,T,7,1,127749,129619,1870,1870,5,662,300
112,1,T,7,2,127749,130875,3126,998,2,332,465
112,1,T,7,3,127749,134750,7001,3616,1,632,495
112,1,T,7,4,127749,136505,8756,1496,8,467,90
112,1,T,8,1,147574,149377,1803,1803,2,332,465
112,1,T,8,2,147574,150059,2485,424,7,287,180
112,1,T,8,3,147574,152010,4436,1693,4,452,360
112,1,T,8,4,147574,153014,5440,745,3,782,390
