subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
116,1,T,1,1,27203,31287,4084,4084,8,467,90
116,1,T,1,2,27203,31907,4704,362,5,662,300
116,1,T,2,1,37183,39885,2702,2702,6,827,210
116,1,T,2,2,37183,40421,3238,278,4,452,360
116,1,T,3,1,46528,49832,3304,3304,4,452,360
116,1,T,3,2,46528,50258,3730,167,7,287,180
116,1,T,3,3,46528,50755,4227,239,2,332,465
116,1,T,4,1,56805,61738,4933,4933,8,467,90
116,1,T,4,2,56805,62248,5443,252,4,452,360
116,1,T,4,3,56805,62687,5882,181,1,632,495
116,1,T,5,1,70730,76066,5336,5336,3,782,390
116,1,T,5,2,70730,76522,5792,198,4,452,360
116,1,T,5,3,70730,77017,6287,236,1,632,495
116,1,T,5,4,70730,77528,6798,253,7,287,180
116,1,T,6,1,84672,89984,5312,5312,6,827,210
116,1,T,6,2,84672,90485,5813,241,3,782,390
116,1,T,6,3,84672,90948,6276,205,5,662,300
116,1,T,6,4,84672,91483,6811,277,1,632,495
116,1,T,6,5,84672,91977,7305,235,8,467,90
116,1,T,7,1,100288,106632,6344,6344,1,632,495
116,1,T,7,2,100288,107165,6877,274,8,467,90
116,1,T,7,3,100288,107736,7448,313,4,452,360
116,1,T,7,4,100288,108306,8018,311,6,827,210
116,1,T,8,1,116545,123885,7340,7340,4,452,360
116,1,T,8,2,116545,124480,7935,337,2,332,465
116,1,T,8,3,116545,124940,8395,202,7,287,180
116,1,T,8,4,116545,125481,8936,282,1,632,495
116,1,T,8,5,116545,125861,9316,122,5,662,300
