subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
116,1,P,-1,1,10123,24349,14226,14226,1,632,495
116,1,P,-1,2,10123,26042,15919,1434,5,662,300
116,1,P,-1,3,10123,26560,16437,260,8,467,90
116,1,P,-2,1,33083,42787,9704,9704,4,452,360
116,1,P,-2,2,33083,44293,11210,1248,8,467,90
116,1,P,-3,1,52272,60500,8228,8228,2,332,465
116,1,P,-3,2,52272,61109,8837,352,9,647,120
116,1,P,-3,3,52272,62505,10233,1138,7,287,180
116,1,T,1,1,70057,82046,11989,11989,5,662,300
116,1,T,1,2,70057,82658,12601,354,8,467,90
116,1,T,2,1,88241,126174,37933,37933,8,467,90
116,1,T,2,2,88241,126776,38535,343,7,287,180
116,1,T,2,3,88241,127106,38865,72,8,467,90
