subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
90,1,P,-1,1,7400,10194,2794,2794,1,632,495
90,1,P,-1,2,7400,10563,3163,114,3,782,390
90,1,P,-1,3,7400,11032,3632,211,5,662,300
90,1,P,-2,1,17184,19791,2607,2607,2,332,465
90,1,P,-2,2,17184,20151,2967,106,4,452,360
90,1,P,-2,3,17184,20655,3471,245,8,467,90
90,1,P,-3,1,30142,33018,2876,2876,6,827,210
90,1,P,-3,2,30142,33556,3414,281,7,287,180
90,1,P,-3,3,30142,34074,3932,260,9,647,120
90,1,T,1,1,40720,42998,2278,2277,8,467,90
90,1,T,1,2,40720,43637,2917,382,5,662,300
90,1,T,2,1,48801,50833,2032,2032,6,827,210
90,1,T,2,2,48801,51283,2482,195,4,452,360
90,1,T,3,1,60831,63135,2304,2304,4,452,360
90,1,T,3,2,60831,63606,2775,215,7,287,180
90,1,T,3,3,60831,64147,3316,283,2,332,465
90,1,T,4,1,71612,73879,2267,2267,8,467,90
90,1,T,4,2,71612,74315,2703,179,1,632,495
90,1,T,4,3,71612,74774,3162,201,5,662,300
90,1,T,5,1,81912,85237,3325,3325,3,782,390
90,1,T,5,2,81912,85694,3782,199,4,452,360
90,1,T,5,3,81912,86161,4249,210,1,632,495
90,1,T,5,4,81912,86645,4733,226,7,287,180
90,1,T,6,1,93877,96709,2832,2832,6,827,210
90,1,T,6,2,93877,97668,3791,703,5,662,300
90,1,T,6,3,93877,98916,5039,990,1,632,495
90,1,T,6,4,93877,100131,6254,956,8,467,90
90,1,T,7,1,108458,112515,4057,4057,5,662,300
90,1,T,7,2,108458,113139,4681,367,2,332,465
90,1,T,7,3,108458,113721,5263,323,1,632,495
90,1,T,7,4,108458,114499,6041,520,8,467,90
90,1,T,7,5,108458,115081,6623,323,6,827,210
90,1,T,8,1,123516,129637,6121,6121,4,452,360
90,1,T,8,2,123516,130071,6555,175,2,332,465
90,1,T,8,3,123516,130663,7147,334,7,287,180
90,1,T,8,4,123516,131194,7678,277,5,662,300
90,1,T,8,5,123516,131622,8106,174,3,782,390
90,1,T,9,1,140647,147374,6727,6727,3,782,390
90,1,T,9,2,140647,148012,7365,381,9,647,120
90,1,T,9,3,140647,150633,9986,2363,4,452,360
90,1,T,9,4,140647,151306,10659,415,2,332,465
90,1,T,9,5,140647,151872,11225,308,7,287,180
90,1,T,10,1,161375,166642,5267,5267,3,782,390
90,1,T,10,2,161375,167333,5958,434,2,332,465
90,1,T,10,3,161375,168031,6656,439,7,287,180
90,1,T,10,4,161375,168580,7205,291,9,647,120
90,1,T,10,5,161375,169242,7867,404,4,452,360
