subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
16,1,P,-1,1,11061,19346,8285,8285,1,632,495
16,1,P,-1,2,11061,19886,8825,281,3,782,390
16,1,P,-2,1,30411,33876,3465,3465,2,332,465
16,1,P,-2,2,30411,34988,4577,853,4,452,360
16,1,P,-2,3,30411,36010,5599,763,8,467,90
16,1,P,-3,1,42799,46148,3349,3349,6,827,210
16,1,P,-3,2,42799,47404,4605,998,7,287,180
16,1,P,-3,3,42799,48385,5586,723,9,647,120
16,1,T,1,1,55362,57850,2488,2488,8,467,90
16,1,T,1,2,55362,59157,3795,1048,5,662,300
16,1,T,2,1,64583,66595,2012,2012,6,827,210
16,1,T,2,2,64583,67665,3082,811,4,452,360
16,1,T,3,1,74051,76040,1989,1989,4,452,360
16,1,T,3,2,74051,77081,3030,782,7,287,180
16,1,T,3,3,74051,78173,4122,833,2,332,465
16,1,T,4,1,84569,86967,2398,2398,8,467,90
16,1,T,4,2,84569,88055,3486,830,1,632,495
16,1,T,4,3,84569,88896,4327,582,5,662,300
16,1,T,5,1,96481,98125,1644,1644,3,782,390
16,1,T,5,2,96481,99288,2807,905,4,452,360
16,1,T,5,3,96481,100947,4466,1401,1,632,495
16,1,T,5,4,96481,101843,5362,637,7,287,180
16,1,T,6,1,109462,112032,2570,2570,6,827,210
16,1,T,6,2,109462,114492,5030,2201,5,662,300
16,1,T,6,3,109462,115482,6020,731,3,782,390
16,1,T,6,4,109462,116397,6935,657,8,467,90
16,1,T,7,1,124849,126790,1941,1941,5,662,300
16,1,T,7,2,124849,127738,2889,690,2,332,465
16,1,T,7,3,124849,128540,3691,543,1,632,495
16,1,T,7,4,124849,129209,4360,411,8,467,90
16,1,T,7,5,124849,129973,5124,506,6,827,210
16,1,T,8,1,138334,139809,1475,1475,4,452,360
16,1,T,8,2,138334,140638,2304,570,7,287,180
16,1,T,8,3,138334,141385,3051,488,2,332,465
16,1,T,8,4,138334,143996,5662,2352,3,782,390
16,1,T,8,5,138334,144869,6535,614,9,647,120
16,1,T,9,1,154651,157236,2585,2585,3,782,390
16,1,T,9,2,154651,158143,3492,648,9,647,120
16,1,T,9,3,154651,159309,4658,907,4,452,360
16,1,T,9,4,154651,159967,5316,399,2,332,465
16,1,T,9,5,154651,160606,5955,380,7,287,180
16,1,T,10,1,176651,178547,1896,1896,3,782,390
16,1,T,10,2,176651,180109,3458,1304,4,452,360
16,1,T,10,3,176651,180916,4265,549,7,287,180
16,1,T,10,4,176651,181631,4980,457,9,647,120
16,1,T,10,5,176651,182436,5785,546,2,332,465
