subnum,direction,type,trialnum,trialstart,length,stim,resp,numcorr,nummiss,allcorr,time
55,1,P,-1,11649,3,135,135,3,0,1,4980
55,1,P,-2,22180,3,248,248,3,0,1,6489
55,1,P,-3,34216,3,679,697,1,2,0,13642
55,1,T,1,53394,2,85,85,2,0,1,3559
55,1,T,2,61502,2,64,64,2,0,1,4109
55,1,T,3,71164,3,472,472,3,0,1,4307
55,1,T,4,81022,3,815,815,3,0,1,4446
55,1,T,5,92027,4,3417,3417,4,0,1,9534
55,1,T,6,108117,4,6158,6518,2,2,0,7167
55,1,T,7,122847,5,52186,542186,1,5,0,10677
55,1,T,8,141087,5,42731,42783,3,2,0,14687
