subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
55,1,P,-1,1,11649,14064,2415,2415,1,632,495
55,1,P,-1,2,11649,14503,2854,181,3,782,390
55,1,P,-1,3,11649,15154,3505,393,5,662,300
55,1,P,-2,1,22180,25692,3512,3512,2,332,465
55,1,P,-2,2,22180,26585,4405,634,4,452,360
55,1,P,-2,3,22180,27478,5298,635,8,467,90
55,1,P,-3,1,34216,35916,1700,1700,6,827,210
55,1,P,-3,2,34216,36760,2544,586,9,647,120
55,1,P,-3,3,34216,37579,3363,561,7,287,180
55,1,T,1,1,53394,55016,1622,1622,8,467,90
55,1,T,1,2,53394,55911,2517,637,5,662,300
55,1,T,2,1,61502,63814,2312,2312,6,827,210
55,1,T,2,2,61502,64662,3160,589,4,452,360
55,1,T,3,1,71164,72795,1631,1631,4,452,360
55,1,T,3,2,71164,73662,2498,609,7,287,180
55,1,T,3,3,71164,74575,3411,655,2,332,465
55,1,T,4,1,81022,82649,1627,1627,8,467,90
55,1,T,4,2,81022,83611,2589,704,1,632,495
55,1,T,4,3,81022,84497,3475,628,5,662,300
55,1,T,5,1,92027,94648,2621,2621,3,782,390
55,1,T,5,2,92027,97530,5503,2623,4,452,360
55,1,T,5,3,92027,98391,6364,603,1,632,495
55,1,T,5,4,92027,99477,7450,827,7,287,180
55,1,T,6,1,108117,110837,2720,2720,6,827,210
55,1,T,6,2,108117,111874,3757,779,5,662,300
55,1,T,6,3,108117,112887,4770,754,1,632,495
55,1,T,6,4,108117,114042,5925,896,8,467,90
55,1,T,7,1,122847,125376,2529,2529,5,662,300
55,1,T,7,2,122847,126510,3663,876,4,452,360
55,1,T,7,3,122847,127576,4729,808,2,332,465
55,1,T,7,4,122847,129135,6288,1301,1,632,495
55,1,T,7,5,122847,131538,8691,2145,8,467,90
55,1,T,7,6,122847,132366,9519,569,6,827,210
55,1,T,8,1,141087,143505,2418,2418,4,452,360
55,1,T,8,2,141087,145576,4489,1813,2,332,465
55,1,T,8,3,141087,146066,4979,232,7,287,180
55,1,T,8,4,141087,149538,8451,3214,8,467,90
55,1,T,8,5,141087,154460,13373,4664,3,782,390
