subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
29,1,P,-1,1,12542,15616,3074,3074,1,632,495
29,1,P,-1,2,12542,16913,4371,1038,3,782,390
29,1,P,-1,3,12542,18090,5548,918,5,662,300
29,1,P,-2,1,24650,29406,4756,4756,2,332,465
29,1,P,-2,2,24650,30512,5862,848,4,452,360
29,1,P,-2,3,24650,31605,6955,835,8,467,90
29,1,P,-3,1,39428,41921,2493,2493,7,287,180
29,1,P,-3,2,39428,43168,3740,989,9,647,120
29,1,P,-3,3,39428,44111,4683,684,6,827,210
29,1,T,1,1,51691,53986,2295,2295,5,662,300
29,1,T,1,2,51691,55185,3494,940,8,467,90
29,1,T,2,1,66286,69077,2791,2791,6,827,210
29,1,T,2,2,66286,70308,4022,972,4,452,360
29,1,T,3,1,76925,78385,1460,1460,4,452,360
29,1,T,3,2,76925,79716,2791,1073,7,287,180
29,1,T,3,3,76925,81058,4133,1084,2,332,465
29,1,T,4,1,87640,89512,1872,1872,8,467,90
29,1,T,4,2,87640,90688,3048,918,1,632,495
29,1,T,4,3,87640,91928,4288,981,5,662,300
29,1,T,5,1,99634,101372,1738,1738,3,782,390
29,1,T,5,2,99634,102694,3060,1064,4,452,360
29,1,T,5,3,99634,104047,4413,1094,1,632,495
29,1,T,5,4,99634,105353,5719,1047,7,287,180
29,1,T,6,1,113060,115833,2773,2773,6,827,210
29,1,T,6,2,113060,118469,5409,2378,1,632,495
29,1,T,6,3,113060,119764,6704,1037,5,662,300
29,1,T,6,4,113060,120838,7778,816,8,467,90
29,1,T,7,1,129535,130736,1201,1201,5,662,300
29,1,T,7,2,129535,132106,2571,1112,2,332,465
29,1,T,7,3,129535,133287,3752,922,1,632,495
29,1,T,7,4,129535,134655,5120,1110,8,467,90
29,1,T,7,5,129535,135779,6244,865,6,827,210
29,1,T,8,1,144502,152064,7562,7562,7,287,180
29,1,T,8,2,144502,153497,8995,1174,2,332,465
29,1,T,8,3,144502,158193,13691,4437,1,632,495
29,1,T,8,4,144502,163483,18981,5031,5,662,300
29,1,T,9,1,173905,175738,1833,1833,3,782,390
29,1,T,9,2,173905,176986,3081,990,9,647,120
29,1,T,9,3,173905,178728,4823,1484,4,452,360
29,1,T,9,4,173905,179959,6054,973,2,332,465
29,1,T,9,5,173905,181342,7437,1125,8,467,90
29,1,T,9,6,173905,182950,9045,1350,7,287,180
29,1,T,10,1,192589,194920,2331,2331,3,782,390
29,1,T,10,2,192589,208720,16131,13541,7,287,180
29,1,T,10,3,192589,210029,17440,1050,2,332,465
29,1,T,10,4,192589,212247,19658,1960,8,467,90
29,1,T,10,5,192589,215974,23385,3469,9,647,120
