subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
37,1,P,-1,1,10915,15758,4843,4843,7,287,180
37,1,P,-1,2,10915,23203,12288,7187,1,632,495
37,1,P,-1,3,10915,27736,16821,4274,5,662,300
37,1,P,-1,4,10915,32338,21423,4343,3,782,390
37,1,P,-2,1,39840,44304,4464,4464,2,332,465
37,1,P,-2,2,39840,45686,5846,1124,4,452,360
37,1,P,-2,3,39840,48271,8431,2327,8,467,90
37,1,P,-3,1,56110,60594,4484,4484,6,827,210
37,1,P,-3,2,56110,61838,5728,986,7,287,180
37,1,P,-3,3,56110,63065,6955,968,9,647,120
37,1,T,1,1,70262,75798,5536,5536,8,467,90
37,1,T,1,2,70262,76866,6604,810,5,662,300
37,1,T,2,1,82909,85736,2827,2827,6,827,210
37,1,T,2,2,82909,86828,3919,833,4,452,360
37,1,T,3,1,93656,96197,2541,2541,4,452,360
37,1,T,3,2,93656,97332,3676,877,7,287,180
37,1,T,3,3,93656,98362,4706,771,2,332,465
37,1,T,4,1,105118,107307,2189,2189,8,467,90
37,1,T,4,2,105118,108504,3386,939,1,632,495
37,1,T,4,3,105118,109486,4368,724,5,662,300
37,1,T,5,1,117309,119643,2334,2334,3,782,390
37,1,T,5,2,117309,120977,3668,1076,5,662,300
37,1,T,5,3,117309,122007,4698,772,4,452,360
37,1,T,5,4,117309,123061,5752,796,1,632,495
37,1,T,5,5,117309,124051,6742,732,7,287,180
37,1,T,6,1,132024,135015,2991,2991,6,827,210
37,1,T,6,2,132024,137129,5105,1856,5,662,300
37,1,T,6,3,132024,138195,6171,808,1,632,495
37,1,T,6,4,132024,139289,7265,835,8,467,90
