subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
17,1,P,-1,1,11998,12568,570,570,3,782,390
17,1,P,-2,1,29002,32189,3187,3187,2,332,465
17,1,P,-2,2,29002,32695,3693,248,4,452,360
17,1,P,-2,3,29002,36204,7202,3250,8,467,90
17,1,P,-3,1,44156,45404,1248,1248,6,827,210
17,1,P,-3,2,44156,46178,2022,515,9,647,120
17,1,P,-3,3,44156,46848,2692,411,7,287,180
17,1,T,1,1,61073,65271,4198,4198,8,467,90
17,1,T,1,2,61073,66167,5094,638,5,662,300
17,1,T,2,1,72391,73696,1305,1305,6,827,210
17,1,T,2,2,72391,74431,2040,476,4,452,360
17,1,T,3,1,81329,82192,863,863,4,452,360
17,1,T,3,2,81329,82992,1663,541,7,287,180
17,1,T,3,3,81329,83805,2476,555,2,332,465
17,1,T,4,1,90809,92905,2096,2096,8,467,90
17,1,T,4,2,90809,93987,3178,823,1,632,495
17,1,T,4,3,90809,94782,3973,537,5,662,300
17,1,T,5,1,102740,103170,430,430,3,782,390
17,1,T,5,2,102740,104034,1294,605,4,452,360
17,1,T,5,3,102740,104768,2028,477,1,632,495
17,1,T,5,4,102740,105503,2763,476,7,287,180
17,1,T,6,1,113523,114467,944,944,6,827,210
17,1,T,6,2,113523,115248,1725,523,1,632,495
17,1,T,6,3,113523,116040,2517,534,5,662,300
17,1,T,6,4,113523,119064,5541,2766,8,467,90
17,1,T,7,1,128425,128809,384,384,5,662,300
17,1,T,7,2,128425,130503,2078,1435,2,332,465
17,1,T,7,3,128425,131230,2805,468,1,632,495
17,1,T,7,4,128425,131956,3531,468,8,467,90
17,1,T,7,5,128425,132636,4211,422,6,827,210
17,1,T,8,1,141982,143409,1427,1427,4,452,360
17,1,T,8,2,141982,144268,2286,599,2,332,465
17,1,T,8,3,141982,145027,3045,501,7,287,180
17,1,T,8,4,141982,146512,4530,1227,3,782,390
17,1,T,8,5,141982,147244,5262,473,1,632,495
17,1,T,9,1,157430,158377,947,947,3,782,390
17,1,T,9,2,157430,159180,1750,545,9,647,120
17,1,T,9,3,157430,159990,2560,552,4,452,360
17,1,T,9,4,157430,160891,3461,643,2,332,465
17,1,T,9,5,157430,161983,4553,835,8,467,90
17,1,T,9,6,157430,162750,5320,509,7,287,180
17,1,T,10,1,172832,173947,1115,1115,3,782,390
17,1,T,10,2,172832,174804,1972,598,7,287,180
17,1,T,10,3,172832,175625,2793,563,8,467,90
17,1,T,10,4,172832,176437,3605,554,2,332,465
17,1,T,10,5,172832,177272,4440,577,4,452,360
17,1,T,10,6,172832,178033,5201,503,9,647,120
