subnum,direction,type,trialnum,trialstart,length,stim,resp,numcorr,nummiss,allcorr,time
999,1,P,-1,7682,3,135,135,3,0,1,1609
999,1,P,-2,14842,3,248,248,3,0,1,1778
999,1,P,-3,22168,3,679,679,3,0,1,3476
999,1,T,1,30398,2,85,85,2,0,1,1284
999,1,T,2,36229,2,64,64,2,0,1,3606
999,1,T,3,45387,3,472,472,3,0,1,2013
999,1,T,4,52952,3,815,815,3,0,1,2910
999,1,T,5,62421,4,3417,3417,4,0,1,2238
999,1,T,6,71220,4,6158,6158,4,0,1,2433
999,1,T,7,81213,5,52186,52186,5,0,1,3023
999,1,T,8,91799,5,42731,42731,5,0,1,3345
999,1,T,9,103717,6,392487,392487,6,0,1,5075
999,1,T,10,117357,6,378294,378294,6,0,1,4351
999,1,T,11,131280,7,5917428,5917428,7,0,1,4492
999,1,T,12,145340,7,5792846,5974826,3,4,0,7574
999,1,T,13,163495,8,58192647,18596247,4,4,0,6703
999,1,T,14,180772,8,59367243,5396274,3,5,0,8989
