subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
47,1,P,-1,1,9684,11853,2169,2169,1,632,495
47,1,P,-1,2,9684,12751,3067,640,3,782,390
47,1,P,-1,3,9684,13946,4262,937,5,662,300
47,1,P,-2,1,20926,22669,1743,1743,2,332,465
47,1,P,-2,2,20926,23750,2824,823,4,452,360
47,1,P,-2,3,20926,24566,3640,558,8,467,90
47,1,P,-3,1,31428,33173,1745,1745,6,827,210
47,1,P,-3,2,31428,34179,2751,748,7,287,180
47,1,P,-3,3,31428,35065,3637,628,9,647,120
47,1,T,1,1,42450,44125,1675,1675,8,467,90
47,1,T,1,2,42450,45115,2665,732,5,662,300
47,1,T,2,1,51160,52567,1407,1407,6,827,210
47,1,T,2,2,51160,53506,2346,681,4,452,360
47,1,T,3,1,60220,61674,1454,1454,4,452,360
47,1,T,3,2,60220,62670,2450,737,7,287,180
47,1,T,3,3,60220,63536,3316,607,2,332,465
47,1,T,4,1,70362,72081,1719,1719,8,467,90
47,1,T,4,2,70362,72986,2624,647,1,632,495
47,1,T,4,3,70362,73738,3376,493,5,662,300
47,1,T,5,1,81539,83294,1755,1755,3,782,390
47,1,T,5,2,81539,84114,2575,561,4,452,360
47,1,T,5,3,81539,84917,3378,545,1,632,495
47,1,T,5,4,81539,85671,4132,496,7,287,180
47,1,T,6,1,93446,94975,1529,1529,6,827,210
47,1,T,6,2,93446,98917,5471,3683,1,632,495
47,1,T,6,3,93446,99810,6364,635,5,662,300
47,1,T,6,4,93446,100530,7084,462,8,467,90
47,1,T,7,1,109329,110909,1580,1580,5,662,300
47,1,T,7,2,109329,111816,2487,649,2,332,465
47,1,T,7,3,109329,112617,3288,542,1,632,495
47,1,T,7,4,109329,113451,4122,575,8,467,90
47,1,T,7,5,109329,114244,4915,535,6,827,210
47,1,T,8,1,123249,124793,1544,1544,4,452,360
47,1,T,8,2,123249,125635,2386,585,2,332,465
47,1,T,8,3,123249,126385,3136,491,7,287,180
47,1,T,8,4,123249,127272,4023,630,3,782,390
47,1,T,8,5,123249,128051,4802,521,1,632,495
47,1,T,9,1,137885,139310,1425,1425,3,782,390
47,1,T,9,2,137885,144290,6405,4721,2,332,465
47,1,T,9,3,137885,146484,8599,1936,5,662,300
47,1,T,9,4,137885,147391,9506,648,9,647,120
47,1,T,9,5,137885,148044,10159,395,7,287,180
47,1,T,10,1,157938,159531,1593,1593,3,782,390
47,1,T,10,2,157938,163365,5427,3576,7,287,180
47,1,T,10,3,157938,164062,6124,438,2,332,465
47,1,T,10,4,157938,167394,9456,3073,4,452,360
47,1,T,10,5,157938,168193,10255,541,9,647,120
