subnum,direction,type,trialnum,trialstart,length,stim,resp,numcorr,nummiss,allcorr,time
42,1,P,-1,8562,3,135,153,1,2,0,16603
42,1,P,-2,30712,3,248,248,3,0,1,5422
42,1,P,-3,41686,3,679,679,3,0,1,6207
42,1,T,1,55188,2,85,85,2,0,1,11964
42,1,T,2,71700,2,64,64,2,0,1,4513
42,1,T,3,81769,3,472,472,3,0,1,4298
42,1,T,4,91624,3,815,815,3,0,1,5217
42,1,T,5,103396,4,3417,3417,4,0,1,6099
42,1,T,6,116054,4,6158,6518,2,2,0,9282
42,1,T,7,132897,5,52186,52186,5,0,1,7433
42,1,T,8,147893,5,42731,34271,1,4,0,11517
42,1,T,9,167985,6,392487,39427,2,4,0,8846
42,1,T,10,185403,6,378294,78294,0,6,0,6211
