ID,PoO,PoO_LAT,PoO_LNG,to,to_LAT,to_LNG,Bearing_Indicated,Bearing_Actual,Bearing_Difference,Distance_Meters
34,orue,-17.439283,13.668533,omangete,-17.500971,13.38364,230,257.2432,27.24319,31021.03
35,orue,-17.439283,13.668533,epupa,-17.0021667,13.2441667,324,316.9218,-7.078247,66162.67
35,orue,-17.439283,13.668533,opuwo,-18.0539167,13.8326389,170,165.6738,-4.326172,70217.24
35,orue,-17.439283,13.668533,orotumba,-17.3417778,13.7805833,71,47.8304,-23.1696,16069.3
35,orue,-17.439283,13.668533,otjinungua,-17.264,12.4427222,,278.2858,,131721.6
35,orue,-17.439283,13.668533,okanguati,-17.43125,13.2724,298,271.1509,-26.84912,42093.35
35,orue,-17.439283,13.668533,otjimuhaka,-17.3293611,13.8339722,74,55.34229,-18.65771,21379.34
35,orue,-17.439283,13.668533,ongokua,-16.656,13.423,,343.1837,,90540.95
35,orue,-17.439283,13.668533,ehomba,-17.4963889,13.8186389,116,111.6458,-4.354187,17150.93
35,orue,-17.439283,13.668533,ruacana,-17.434674,14.386568,,89.72446,,76282.81
35,orue,-17.439283,13.668533,omangete,-17.500971,13.38364,246,257.2432,11.24319,31021.03
36,orue,-17.439283,13.668533,epupa,-17.0021667,13.2441667,,316.9218,,66162.67
36,orue,-17.439283,13.668533,opuwo,-18.0539167,13.8326389,169,165.6738,-3.326172,70217.24
36,orue,-17.439283,13.668533,orotumba,-17.3417778,13.7805833,86,47.8304,-38.1696,16069.3
36,orue,-17.439283,13.668533,otjinungua,-17.264,12.4427222,,278.2858,,131721.6
36,orue,-17.439283,13.668533,okanguati,-17.43125,13.2724,,271.1509,,42093.35
36,orue,-17.439283,13.668533,otjimuhaka,-17.3293611,13.8339722,81,55.34229,-25.65771,21379.34
36,orue,-17.439283,13.668533,ongokua,-16.656,13.423,,343.1837,,90540.95
36,orue,-17.439283,13.668533,ehomba,-17.4963889,13.8186389,113,111.6458,-1.354187,17150.93
36,orue,-17.439283,13.668533,ruacana,-17.434674,14.386568,,89.72446,,76282.81
36,orue,-17.439283,13.668533,omangete,-17.500971,13.38364,,257.2432,,31021.03
37,orue,-17.439283,13.668533,epupa,-17.0021667,13.2441667,,316.9218,,66162.67
37,orue,-17.439283,13.668533,opuwo,-18.0539167,13.8326389,155,165.6738,10.67383,70217.24
37,orue,-17.439283,13.668533,orotumba,-17.3417778,13.7805833,70,47.8304,-22.1696,16069.3
37,orue,-17.439283,13.668533,otjinungua,-17.264,12.4427222,,278.2858,,131721.6
37,orue,-17.439283,13.668533,okanguati,-17.43125,13.2724,,271.1509,,42093.35
37,orue,-17.439283,13.668533,otjimuhaka,-17.3293611,13.8339722,78,55.34229,-22.65771,21379.34
37,orue,-17.439283,13.668533,ongokua,-16.656,13.423,,343.1837,,90540.95
37,orue,-17.439283,13.668533,ehomba,-17.4963889,13.8186389,114,111.6458,-2.354187,17150.93
37,orue,-17.439283,13.668533,ruacana,-17.434674,14.386568,,89.72446,,76282.81
37,orue,-17.439283,13.668533,omangete,-17.500971,13.38364,,257.2432,,31021.03
39,orue,-17.439283,13.668533,epupa,-17.0021667,13.2441667,,316.9218,,66162.67
39,orue,-17.439283,13.668533,opuwo,-18.0539167,13.8326389,155,165.6738,10.67383,70217.24
39,orue,-17.439283,13.668533,orotumba,-17.3417778,13.7805833,79,47.8304,-31.1696,16069.3
39,orue,-17.439283,13.668533,otjinungua,-17.264,12.4427222,,278.2858,,131721.6
39,orue,-17.439283,13.668533,okanguati,-17.43125,13.2724,257,271.1509,14.15088,42093.35
39,orue,-17.439283,13.668533,otjimuhaka,-17.3293611,13.8339722,86,55.34229,-30.65771,21379.34
39,orue,-17.439283,13.668533,ongokua,-16.656,13.423,,343.1837,,90540.95
39,orue,-17.439283,13.668533,ehomba,-17.4963889,13.8186389,116,111.6458,-4.354187,17150.93
39,orue,-17.439283,13.668533,ruacana,-17.434674,14.386568,,89.72446,,76282.81
39,orue,-17.439283,13.668533,omangete,-17.500971,13.38364,214,257.2432,43.24319,31021.03
40,orue,-17.439283,13.668533,epupa,-17.0021667,13.2441667,,316.9218,,66162.67
40,orue,-17.439283,13.668533,opuwo,-18.0539167,13.8326389,136,165.6738,29.67383,70217.24
40,orue,-17.439283,13.668533,orotumba,-17.3417778,13.7805833,72,47.8304,-24.1696,16069.3
40,orue,-17.439283,13.668533,otjinungua,-17.264,12.4427222,,278.2858,,131721.6
40,orue,-17.439283,13.668533,okanguati,-17.43125,13.2724,289,271.1509,-17.84912,42093.35
40,orue,-17.439283,13.668533,otjimuhaka,-17.3293611,13.8339722,60,55.34229,-4.657707,21379.34
40,orue,-17.439283,13.668533,ongokua,-16.656,13.423,,343.1837,,90540.95
40,orue,-17.439283,13.668533,ehomba,-17.4963889,13.8186389,91,111.6458,20.64581,17150.93
40,orue,-17.439283,13.668533,ruacana,-17.434674,14.386568,,89.72446,,76282.81
40,orue,-17.439283,13.668533,omangete,-17.500971,13.38364,,257.2432,,31021.03
41,orue,-17.439283,13.668533,epupa,-17.0021667,13.2441667,,316.9218,,66162.67
41,orue,-17.439283,13.668533,opuwo,-18.0539167,13.8326389,141,165.6738,24.67383,70217.24
41,orue,-17.439283,13.668533,orotumba,-17.3417778,13.7805833,92,47.8304,-44.1696,16069.3
41,orue,-17.439283,13.668533,otjinungua,-17.264,12.4427222,,278.2858,,131721.6
41,orue,-17.439283,13.668533,okanguati,-17.43125,13.2724,214,271.1509,57.15088,42093.35
41,orue,-17.439283,13.668533,otjimuhaka,-17.3293611,13.8339722,76,55.34229,-20.65771,21379.34
41,orue,-17.439283,13.668533,ongokua,-16.656,13.423,,343.1837,,90540.95
41,orue,-17.439283,13.668533,ehomba,-17.4963889,13.8186389,113.5,111.6458,-1.854187,17150.93
41,orue,-17.439283,13.668533,ruacana,-17.434674,14.386568,,89.72446,,76282.81
41,orue,-17.439283,13.668533,omangete,-17.500971,13.38364,,257.2432,,31021.03
42,orue,-17.439283,13.668533,epupa,-17.0021667,13.2441667,341,316.9218,-24.07825,66162.67
42,orue,-17.439283,13.668533,opuwo,-18.0539167,13.8326389,152,165.6738,13.67383,70217.24
42,orue,-17.439283,13.668533,orotumba,-17.3417778,13.7805833,93,47.8304,-45.1696,16069.3
42,orue,-17.439283,13.668533,otjinungua,-17.264,12.4427222,,278.2858,,131721.6
42,orue,-17.439283,13.668533,okanguati,-17.43125,13.2724,233,271.1509,38.15088,42093.35
42,orue,-17.439283,13.668533,otjimuhaka,-17.3293611,13.8339722,87,55.34229,-31.65771,21379.34
42,orue,-17.439283,13.668533,ongokua,-16.656,13.423,28,343.1837,-44.81625,90540.95
42,orue,-17.439283,13.668533,ehomba,-17.4963889,13.8186389,87,111.6458,24.64581,17150.93
42,orue,-17.439283,13.668533,ruacana,-17.434674,14.386568,76,89.72446,13.72446,76282.81
42,orue,-17.439283,13.668533,omangete,-17.500971,13.38364,193,257.2432,64.24319,31021.03
43,orue,-17.439283,13.668533,epupa,-17.0021667,13.2441667,,316.9218,,66162.67
43,orue,-17.439283,13.668533,opuwo,-18.0539167,13.8326389,145,165.6738,20.67383,70217.24
43,orue,-17.439283,13.668533,orotumba,-17.3417778,13.7805833,64,47.8304,-16.1696,16069.3
43,orue,-17.439283,13.668533,otjinungua,-17.264,12.4427222,,278.2858,,131721.6
43,orue,-17.439283,13.668533,okanguati,-17.43125,13.2724,,271.1509,,42093.35
43,orue,-17.439283,13.668533,otjimuhaka,-17.3293611,13.8339722,63,55.34229,-7.657707,21379.34
43,orue,-17.439283,13.668533,ongokua,-16.656,13.423,,343.1837,,90540.95
43,orue,-17.439283,13.668533,ehomba,-17.4963889,13.8186389,114,111.6458,-2.354187,17150.93
43,orue,-17.439283,13.668533,ruacana,-17.434674,14.386568,,89.72446,,76282.81
43,orue,-17.439283,13.668533,omangete,-17.500971,13.38364,,257.2432,,31021.03
44,orue,-17.439283,13.668533,epupa,-17.0021667,13.2441667,,316.9218,,66162.67
44,orue,-17.439283,13.668533,opuwo,-18.0539167,13.8326389,143,165.6738,22.67383,70217.24
44,orue,-17.439283,13.668533,orotumba,-17.3417778,13.7805833,82,47.8304,-34.1696,16069.3
44,orue,-17.439283,13.668533,otjinungua,-17.264,12.4427222,,278.2858,,131721.6
44,orue,-17.439283,13.668533,okanguati,-17.43125,13.2724,,271.1509,,42093.35
44,orue,-17.439283,13.668533,otjimuhaka,-17.3293611,13.8339722,80,55.34229,-24.65771,21379.34
44,orue,-17.439283,13.668533,ongokua,-16.656,13.423,,343.1837,,90540.95
44,orue,-17.439283,13.668533,ehomba,-17.4963889,13.8186389,112,111.6458,-0.354187,17150.93
44,orue,-17.439283,13.668533,ruacana,-17.434674,14.386568,,89.72446,,76282.81
44,orue,-17.439283,13.668533,omangete,-17.500971,13.38364,,257.2432,,31021.03
45,orue,-17.439283,13.668533,epupa,-17.0021667,13.2441667,,316.9218,,66162.67
45,orue,-17.439283,13.668533,opuwo,-18.0539167,13.8326389,142,165.6738,23.67383,70217.24
45,orue,-17.439283,13.668533,orotumba,-17.3417778,13.7805833,91,47.8304,-43.1696,16069.3
45,orue,-17.439283,13.668533,otjinungua,-17.264,12.4427222,,278.2858,,131721.6
45,orue,-17.439283,13.668533,okanguati,-17.43125,13.2724,245,271.1509,26.15088,42093.35
45,orue,-17.439283,13.668533,otjimuhaka,-17.3293611,13.8339722,90,55.34229,-34.65771,21379.34
45,orue,-17.439283,13.668533,ongokua,-16.656,13.423,,343.1837,,90540.95
45,orue,-17.439283,13.668533,ehomba,-17.4963889,13.8186389,116,111.6458,-4.354187,17150.93
45,orue,-17.439283,13.668533,ruacana,-17.434674,14.386568,,89.72446,,76282.81
45,orue,-17.439283,13.668533,omangete,-17.500971,13.38364,218,257.2432,39.24319,31021.03
46,orue,-17.439283,13.668533,epupa,-17.0021667,13.2441667,,316.9218,,66162.67
46,orue,-17.439283,13.668533,opuwo,-18.0539167,13.8326389,160,165.6738,5.673828,70217.24
46,orue,-17.439283,13.668533,orotumba,-17.3417778,13.7805833,72,47.8304,-24.1696,16069.3
46,orue,-17.439283,13.668533,otjinungua,-17.264,12.4427222,,278.2858,,131721.6
46,orue,-17.439283,13.668533,okanguati,-17.43125,13.2724,280,271.1509,-8.849121,42093.35
46,orue,-17.439283,13.668533,otjimuhaka,-17.3293611,13.8339722,66,55.34229,-10.65771,21379.34
46,orue,-17.439283,13.668533,ongokua,-16.656,13.423,,343.1837,,90540.95
46,orue,-17.439283,13.668533,ehomba,-17.4963889,13.8186389,90,111.6458,21.64581,17150.93
46,orue,-17.439283,13.668533,ruacana,-17.434674,14.386568,104,89.72446,-14.27554,76282.81
46,orue,-17.439283,13.668533,omangete,-17.500971,13.38364,256,257.2432,1.243195,31021.03
47,orue,-17.439283,13.668533,epupa,-17.0021667,13.2441667,306,316.9218,10.92175,66162.67
47,orue,-17.439283,13.668533,opuwo,-18.0539167,13.8326389,166,165.6738,-0.3261719,70217.24
47,orue,-17.439283,13.668533,orotumba,-17.3417778,13.7805833,70,47.8304,-22.1696,16069.3
47,orue,-17.439283,13.668533,otjinungua,-17.264,12.4427222,,278.2858,,131721.6
47,orue,-17.439283,13.668533,okanguati,-17.43125,13.2724,288,271.1509,-16.84912,42093.35
47,orue,-17.439283,13.668533,otjimuhaka,-17.3293611,13.8339722,66,55.34229,-10.65771,21379.34
47,orue,-17.439283,13.668533,ongokua,-16.656,13.423,,343.1837,,90540.95
47,orue,-17.439283,13.668533,ehomba,-17.4963889,13.8186389,114,111.6458,-2.354187,17150.93
47,orue,-17.439283,13.668533,ruacana,-17.434674,14.386568,105,89.72446,-15.27554,76282.81
47,orue,-17.439283,13.668533,omangete,-17.500971,13.38364,,257.2432,,31021.03
48,orue,-17.439283,13.668533,epupa,-17.0021667,13.2441667,,316.9218,,66162.67
48,orue,-17.439283,13.668533,opuwo,-18.0539167,13.8326389,150,165.6738,15.67383,70217.24
48,orue,-17.439283,13.668533,orotumba,-17.3417778,13.7805833,,47.8304,,16069.3
48,orue,-17.439283,13.668533,otjinungua,-17.264,12.4427222,,278.2858,,131721.6
48,orue,-17.439283,13.668533,okanguati,-17.43125,13.2724,,271.1509,,42093.35
48,orue,-17.439283,13.668533,otjimuhaka,-17.3293611,13.8339722,98,55.34229,-42.65771,21379.34
48,orue,-17.439283,13.668533,ongokua,-16.656,13.423,,343.1837,,90540.95
48,orue,-17.439283,13.668533,ehomba,-17.4963889,13.8186389,121,111.6458,-9.354187,17150.93
48,orue,-17.439283,13.668533,ruacana,-17.434674,14.386568,,89.72446,,76282.81
48,orue,-17.439283,13.668533,omangete,-17.500971,13.38364,,257.2432,,31021.03
49,orue,-17.439283,13.668533,epupa,-17.0021667,13.2441667,,316.9218,,66162.67
49,orue,-17.439283,13.668533,opuwo,-18.0539167,13.8326389,157,165.6738,8.673828,70217.24
49,orue,-17.439283,13.668533,orotumba,-17.3417778,13.7805833,76,47.8304,-28.1696,16069.3
49,orue,-17.439283,13.668533,otjinungua,-17.264,12.4427222,,278.2858,,131721.6
49,orue,-17.439283,13.668533,okanguati,-17.43125,13.2724,,271.1509,,42093.35
49,orue,-17.439283,13.668533,otjimuhaka,-17.3293611,13.8339722,115,55.34229,-59.65771,21379.34
49,orue,-17.439283,13.668533,ongokua,-16.656,13.423,,343.1837,,90540.95
49,orue,-17.439283,13.668533,ehomba,-17.4963889,13.8186389,,111.6458,,17150.93
49,orue,-17.439283,13.668533,ruacana,-17.434674,14.386568,,89.72446,,76282.81
49,orue,-17.439283,13.668533,omangete,-17.500971,13.38364,,257.2432,,31021.03
50,orue,-17.439283,13.668533,epupa,-17.0021667,13.2441667,,316.9218,,66162.67
50,orue,-17.439283,13.668533,opuwo,-18.0539167,13.8326389,130,165.6738,35.67383,70217.24
50,orue,-17.439283,13.668533,orotumba,-17.3417778,13.7805833,,47.8304,,16069.3
50,orue,-17.439283,13.668533,otjinungua,-17.264,12.4427222,,278.2858,,131721.6
50,orue,-17.439283,13.668533,okanguati,-17.43125,13.2724,230,271.1509,41.15088,42093.35
50,orue,-17.439283,13.668533,otjimuhaka,-17.3293611,13.8339722,99,55.34229,-43.65771,21379.34
50,orue,-17.439283,13.668533,ongokua,-16.656,13.423,,343.1837,,90540.95
50,orue,-17.439283,13.668533,ehomba,-17.4963889,13.8186389,113,111.6458,-1.354187,17150.93
50,orue,-17.439283,13.668533,ruacana,-17.434674,14.386568,,89.72446,,76282.81
50,orue,-17.439283,13.668533,omangete,-17.500971,13.38364,,257.2432,,31021.03
51,okotuwondo,-17.40556,13.470221,epupa,-17.0021667,13.2441667,324,331.6595,7.659515,50707.76
51,okotuwondo,-17.40556,13.470221,opuwo,-18.0539167,13.8326389,172,151.8777,-20.12231,81405.6
51,okotuwondo,-17.40556,13.470221,orotumba,-17.3417778,13.7805833,82,77.96622,-4.033783,33729.91
51,okotuwondo,-17.40556,13.470221,otjinungua,-17.264,12.4427222,237,278.0099,41.00986,110335.7
51,okotuwondo,-17.40556,13.470221,okanguati,-17.43125,13.2724,260,262.2664,2.266418,21209.27
51,okotuwondo,-17.40556,13.470221,otjimuhaka,-17.3293611,13.8339722,78,77.74816,-0.2518387,39567.21
51,okotuwondo,-17.40556,13.470221,ongokua,-16.656,13.423,342,356.5248,14.52478,83105.72
51,okotuwondo,-17.40556,13.470221,ehomba,-17.4963889,13.8186389,100,105.2472,5.247238,38352.52
51,okotuwondo,-17.40556,13.470221,ruacana,-17.434674,14.386568,96,92.0327,-3.9673,97411.17
51,okotuwondo,-17.40556,13.470221,omangete,-17.500971,13.38364,218,221.0424,3.042404,14003.3
52,okotuwondo,-17.40556,13.470221,epupa,-17.0021667,13.2441667,305,331.6595,26.65952,50707.76
52,okotuwondo,-17.40556,13.470221,opuwo,-18.0539167,13.8326389,175,151.8777,-23.12231,81405.6
52,okotuwondo,-17.40556,13.470221,orotumba,-17.3417778,13.7805833,95,77.96622,-17.03378,33729.91
52,okotuwondo,-17.40556,13.470221,otjinungua,-17.264,12.4427222,,278.0099,,110335.7
52,okotuwondo,-17.40556,13.470221,okanguati,-17.43125,13.2724,285,262.2664,-22.73358,21209.27
52,okotuwondo,-17.40556,13.470221,otjimuhaka,-17.3293611,13.8339722,84,77.74816,-6.251839,39567.21
52,okotuwondo,-17.40556,13.470221,ongokua,-16.656,13.423,,356.5248,,83105.72
52,okotuwondo,-17.40556,13.470221,ehomba,-17.4963889,13.8186389,115,105.2472,-9.752762,38352.52
52,okotuwondo,-17.40556,13.470221,ruacana,-17.434674,14.386568,,92.0327,,97411.17
52,okotuwondo,-17.40556,13.470221,omangete,-17.500971,13.38364,233,221.0424,-11.9576,14003.3
53,okotuwondo,-17.40556,13.470221,epupa,-17.0021667,13.2441667,,331.6595,,50707.76
53,okotuwondo,-17.40556,13.470221,opuwo,-18.0539167,13.8326389,,151.8777,,81405.6
53,okotuwondo,-17.40556,13.470221,orotumba,-17.3417778,13.7805833,,77.96622,,33729.91
53,okotuwondo,-17.40556,13.470221,otjinungua,-17.264,12.4427222,,278.0099,,110335.7
53,okotuwondo,-17.40556,13.470221,okanguati,-17.43125,13.2724,270,262.2664,-7.733582,21209.27
53,okotuwondo,-17.40556,13.470221,otjimuhaka,-17.3293611,13.8339722,,77.74816,,39567.21
53,okotuwondo,-17.40556,13.470221,ongokua,-16.656,13.423,,356.5248,,83105.72
53,okotuwondo,-17.40556,13.470221,ehomba,-17.4963889,13.8186389,,105.2472,,38352.52
53,okotuwondo,-17.40556,13.470221,ruacana,-17.434674,14.386568,,92.0327,,97411.17
53,okotuwondo,-17.40556,13.470221,omangete,-17.500971,13.38364,219,221.0424,2.042404,14003.3
54,okotuwondo,-17.40556,13.470221,epupa,-17.0021667,13.2441667,331.5,331.6595,0.1595154,50707.76
54,okotuwondo,-17.40556,13.470221,opuwo,-18.0539167,13.8326389,173,151.8777,-21.12231,81405.6
54,okotuwondo,-17.40556,13.470221,orotumba,-17.3417778,13.7805833,87,77.96622,-9.033783,33729.91
54,okotuwondo,-17.40556,13.470221,otjinungua,-17.264,12.4427222,,278.0099,,110335.7
54,okotuwondo,-17.40556,13.470221,okanguati,-17.43125,13.2724,263,262.2664,-0.7335815,21209.27
54,okotuwondo,-17.40556,13.470221,otjimuhaka,-17.3293611,13.8339722,85,77.74816,-7.251839,39567.21
54,okotuwondo,-17.40556,13.470221,ongokua,-16.656,13.423,1,356.5248,-4.47522,83105.72
54,okotuwondo,-17.40556,13.470221,ehomba,-17.4963889,13.8186389,98,105.2472,7.247238,38352.52
54,okotuwondo,-17.40556,13.470221,ruacana,-17.434674,14.386568,,92.0327,,97411.17
54,okotuwondo,-17.40556,13.470221,omangete,-17.500971,13.38364,216.5,221.0424,4.542404,14003.3
55,okotuwondo,-17.40556,13.470221,epupa,-17.0021667,13.2441667,306,331.6595,25.65952,50707.76
55,okotuwondo,-17.40556,13.470221,opuwo,-18.0539167,13.8326389,195,151.8777,-43.12231,81405.6
55,okotuwondo,-17.40556,13.470221,orotumba,-17.3417778,13.7805833,77,77.96622,0.966217,33729.91
55,okotuwondo,-17.40556,13.470221,otjinungua,-17.264,12.4427222,,278.0099,,110335.7
55,okotuwondo,-17.40556,13.470221,okanguati,-17.43125,13.2724,275,262.2664,-12.73358,21209.27
55,okotuwondo,-17.40556,13.470221,otjimuhaka,-17.3293611,13.8339722,81,77.74816,-3.251839,39567.21
55,okotuwondo,-17.40556,13.470221,ongokua,-16.656,13.423,,356.5248,,83105.72
55,okotuwondo,-17.40556,13.470221,ehomba,-17.4963889,13.8186389,106,105.2472,-0.7527618,38352.52
55,okotuwondo,-17.40556,13.470221,ruacana,-17.434674,14.386568,,92.0327,,97411.17
55,okotuwondo,-17.40556,13.470221,omangete,-17.500971,13.38364,212,221.0424,9.042404,14003.3
56,okotuwondo,-17.40556,13.470221,epupa,-17.0021667,13.2441667,,331.6595,,50707.76
56,okotuwondo,-17.40556,13.470221,opuwo,-18.0539167,13.8326389,185,151.8777,-33.12231,81405.6
56,okotuwondo,-17.40556,13.470221,orotumba,-17.3417778,13.7805833,,77.96622,,33729.91
56,okotuwondo,-17.40556,13.470221,otjinungua,-17.264,12.4427222,,278.0099,,110335.7
56,okotuwondo,-17.40556,13.470221,okanguati,-17.43125,13.2724,270,262.2664,-7.733582,21209.27
56,okotuwondo,-17.40556,13.470221,otjimuhaka,-17.3293611,13.8339722,,77.74816,,39567.21
56,okotuwondo,-17.40556,13.470221,ongokua,-16.656,13.423,,356.5248,,83105.72
56,okotuwondo,-17.40556,13.470221,ehomba,-17.4963889,13.8186389,,105.2472,,38352.52
56,okotuwondo,-17.40556,13.470221,ruacana,-17.434674,14.386568,,92.0327,,97411.17
56,okotuwondo,-17.40556,13.470221,omangete,-17.500971,13.38364,228,221.0424,-6.957596,14003.3
57,okotuwondo,-17.40556,13.470221,epupa,-17.0021667,13.2441667,,331.6595,,50707.76
57,okotuwondo,-17.40556,13.470221,opuwo,-18.0539167,13.8326389,160,151.8777,-8.122314,81405.6
57,okotuwondo,-17.40556,13.470221,orotumba,-17.3417778,13.7805833,,77.96622,,33729.91
57,okotuwondo,-17.40556,13.470221,otjinungua,-17.264,12.4427222,,278.0099,,110335.7
57,okotuwondo,-17.40556,13.470221,okanguati,-17.43125,13.2724,277,262.2664,-14.73358,21209.27
57,okotuwondo,-17.40556,13.470221,otjimuhaka,-17.3293611,13.8339722,107,77.74816,-29.25184,39567.21
57,okotuwondo,-17.40556,13.470221,ongokua,-16.656,13.423,,356.5248,,83105.72
57,okotuwondo,-17.40556,13.470221,ehomba,-17.4963889,13.8186389,121,105.2472,-15.75276,38352.52
57,okotuwondo,-17.40556,13.470221,ruacana,-17.434674,14.386568,113,92.0327,-20.9673,97411.17
57,okotuwondo,-17.40556,13.470221,omangete,-17.500971,13.38364,241,221.0424,-19.9576,14003.3
58,okotuwondo,-17.40556,13.470221,epupa,-17.0021667,13.2441667,322,331.6595,9.659515,50707.76
58,okotuwondo,-17.40556,13.470221,opuwo,-18.0539167,13.8326389,167,151.8777,-15.12231,81405.6
58,okotuwondo,-17.40556,13.470221,orotumba,-17.3417778,13.7805833,,77.96622,,33729.91
58,okotuwondo,-17.40556,13.470221,otjinungua,-17.264,12.4427222,,278.0099,,110335.7
58,okotuwondo,-17.40556,13.470221,okanguati,-17.43125,13.2724,268,262.2664,-5.733582,21209.27
58,okotuwondo,-17.40556,13.470221,otjimuhaka,-17.3293611,13.8339722,,77.74816,,39567.21
58,okotuwondo,-17.40556,13.470221,ongokua,-16.656,13.423,,356.5248,,83105.72
58,okotuwondo,-17.40556,13.470221,ehomba,-17.4963889,13.8186389,121,105.2472,-15.75276,38352.52
58,okotuwondo,-17.40556,13.470221,ruacana,-17.434674,14.386568,,92.0327,,97411.17
58,okotuwondo,-17.40556,13.470221,omangete,-17.500971,13.38364,217,221.0424,4.042404,14003.3
59,okotuwondo,-17.40556,13.470221,epupa,-17.0021667,13.2441667,306,331.6595,25.65952,50707.76
59,okotuwondo,-17.40556,13.470221,opuwo,-18.0539167,13.8326389,157,151.8777,-5.122314,81405.6
59,okotuwondo,-17.40556,13.470221,orotumba,-17.3417778,13.7805833,92,77.96622,-14.03378,33729.91
59,okotuwondo,-17.40556,13.470221,otjinungua,-17.264,12.4427222,,278.0099,,110335.7
59,okotuwondo,-17.40556,13.470221,okanguati,-17.43125,13.2724,267,262.2664,-4.733582,21209.27
59,okotuwondo,-17.40556,13.470221,otjimuhaka,-17.3293611,13.8339722,87.5,77.74816,-9.751839,39567.21
59,okotuwondo,-17.40556,13.470221,ongokua,-16.656,13.423,349,356.5248,7.52478,83105.72
59,okotuwondo,-17.40556,13.470221,ehomba,-17.4963889,13.8186389,113,105.2472,-7.752762,38352.52
59,okotuwondo,-17.40556,13.470221,ruacana,-17.434674,14.386568,,92.0327,,97411.17
59,okotuwondo,-17.40556,13.470221,omangete,-17.500971,13.38364,217,221.0424,4.042404,14003.3
60,okotuwondo,-17.40556,13.470221,epupa,-17.0021667,13.2441667,299,331.6595,32.65952,50707.76
60,okotuwondo,-17.40556,13.470221,opuwo,-18.0539167,13.8326389,182,151.8777,-30.12231,81405.6
60,okotuwondo,-17.40556,13.470221,orotumba,-17.3417778,13.7805833,83,77.96622,-5.033783,33729.91
60,okotuwondo,-17.40556,13.470221,otjinungua,-17.264,12.4427222,300,278.0099,-21.99014,110335.7
60,okotuwondo,-17.40556,13.470221,okanguati,-17.43125,13.2724,280,262.2664,-17.73358,21209.27
60,okotuwondo,-17.40556,13.470221,otjimuhaka,-17.3293611,13.8339722,63,77.74816,14.74816,39567.21
60,okotuwondo,-17.40556,13.470221,ongokua,-16.656,13.423,2,356.5248,-5.47522,83105.72
60,okotuwondo,-17.40556,13.470221,ehomba,-17.4963889,13.8186389,92,105.2472,13.24724,38352.52
60,okotuwondo,-17.40556,13.470221,ruacana,-17.434674,14.386568,90,92.0327,2.0327,97411.17
60,okotuwondo,-17.40556,13.470221,omangete,-17.500971,13.38364,205,221.0424,16.0424,14003.3
61,okotuwondo,-17.40556,13.470221,epupa,-17.0021667,13.2441667,,331.6595,,50707.76
61,okotuwondo,-17.40556,13.470221,opuwo,-18.0539167,13.8326389,195,151.8777,-43.12231,81405.6
61,okotuwondo,-17.40556,13.470221,orotumba,-17.3417778,13.7805833,,77.96622,,33729.91
61,okotuwondo,-17.40556,13.470221,otjinungua,-17.264,12.4427222,,278.0099,,110335.7
61,okotuwondo,-17.40556,13.470221,okanguati,-17.43125,13.2724,266,262.2664,-3.733582,21209.27
61,okotuwondo,-17.40556,13.470221,otjimuhaka,-17.3293611,13.8339722,114,77.74816,-36.25184,39567.21
61,okotuwondo,-17.40556,13.470221,ongokua,-16.656,13.423,,356.5248,,83105.72
61,okotuwondo,-17.40556,13.470221,ehomba,-17.4963889,13.8186389,123,105.2472,-17.75276,38352.52
61,okotuwondo,-17.40556,13.470221,ruacana,-17.434674,14.386568,,92.0327,,97411.17
61,okotuwondo,-17.40556,13.470221,omangete,-17.500971,13.38364,215,221.0424,6.042404,14003.3
62,okotuwondo,-17.40556,13.470221,epupa,-17.0021667,13.2441667,290,331.6595,41.65952,50707.76
62,okotuwondo,-17.40556,13.470221,opuwo,-18.0539167,13.8326389,142,151.8777,9.877686,81405.6
62,okotuwondo,-17.40556,13.470221,orotumba,-17.3417778,13.7805833,95,77.96622,-17.03378,33729.91
62,okotuwondo,-17.40556,13.470221,otjinungua,-17.264,12.4427222,,278.0099,,110335.7
62,okotuwondo,-17.40556,13.470221,okanguati,-17.43125,13.2724,256,262.2664,6.266418,21209.27
62,okotuwondo,-17.40556,13.470221,otjimuhaka,-17.3293611,13.8339722,78,77.74816,-0.2518387,39567.21
62,okotuwondo,-17.40556,13.470221,ongokua,-16.656,13.423,360,356.5248,-3.47522,83105.72
62,okotuwondo,-17.40556,13.470221,ehomba,-17.4963889,13.8186389,108,105.2472,-2.752762,38352.52
62,okotuwondo,-17.40556,13.470221,ruacana,-17.434674,14.386568,100,92.0327,-7.9673,97411.17
62,okotuwondo,-17.40556,13.470221,omangete,-17.500971,13.38364,187,221.0424,34.0424,14003.3
63,okotuwondo,-17.40556,13.470221,epupa,-17.0021667,13.2441667,330.5,331.6595,1.159515,50707.76
63,okotuwondo,-17.40556,13.470221,opuwo,-18.0539167,13.8326389,250,151.8777,-98.12231,81405.6
63,okotuwondo,-17.40556,13.470221,orotumba,-17.3417778,13.7805833,72,77.96622,5.966217,33729.91
63,okotuwondo,-17.40556,13.470221,otjinungua,-17.264,12.4427222,,278.0099,,110335.7
63,okotuwondo,-17.40556,13.470221,okanguati,-17.43125,13.2724,285,262.2664,-22.73358,21209.27
63,okotuwondo,-17.40556,13.470221,otjimuhaka,-17.3293611,13.8339722,75,77.74816,2.748161,39567.21
